timestamp,equipment_id,equipment_type,product_type,work_order_id,workpiece_id,process_code,running,spindle_speed_rpm,feed_rate_mm_min,power_kw,vibration_rms,temperature_c,pressure_mpa,vacuum_pa,coolant_flow_l_min,alarm_code,equipment_health_label
2025-01-01 00:14:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,140.24,0.0,0.0,0.184,24.643,0.1324,0.084069,2.26,,0
2025-01-01 00:15:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,4.364,0.2381,25.162,0.0916,0.090111,2.718,,0
2025-01-01 00:16:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,57.44,0.0,1.404,0.1992,23.741,0.1582,0.07652,0.666,,0
2025-01-01 00:17:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,80.68,0.0,5.909,0.2407,21.72,0.1157,0.047032,3.547,,0
2025-01-01 00:18:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,2.624,0.2661,23.891,0.1039,0.102009,0.0,,0
2025-01-01 00:19:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,14.4,0.936,0.3019,23.651,0.0,0.123126,0.662,,0
2025-01-01 00:20:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.0,0.1341,23.904,0.1552,0.094706,0.543,,0
2025-01-01 00:21:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,3.968,0.175,24.765,0.1203,0.117099,0.885,,0
2025-01-01 00:22:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,65.44,2.18,0.0,0.3519,23.367,0.1396,0.112374,0.92,,0
2025-01-01 00:23:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,219.48,0.0,2.064,0.2982,24.143,0.1324,0.061308,0.633,,0
2025-01-01 00:24:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,2.38,0.0,0.24,25.764,0.1426,0.075668,0.0,,0
2025-01-01 00:25:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,85.86,0.0,0.279,0.1966,25.086,0.1419,0.080943,1.534,,0
2025-01-01 00:26:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.0,0.2121,22.755,0.0029,0.085834,0.0,,0
2025-01-01 00:27:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,2.145,0.2431,24.839,0.124,0.12251,0.57,,0
2025-01-01 00:28:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,11.78,0.0,0.1347,24.596,0.0844,0.113034,0.0,,0
2025-01-01 00:29:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,186.46,2.64,3.468,0.2755,24.061,0.0421,0.108539,1.225,,0
2025-01-01 00:30:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,14.75,0.0,0.0,0.1802,22.337,0.1067,0.113288,2.223,,0
2025-01-01 00:31:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,1.47,4.123,0.216,24.841,0.0952,0.093394,0.081,,0
2025-01-01 00:32:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,100.94,0.0,0.0,0.2187,24.287,0.0697,0.10519,0.469,,0
2025-01-01 00:33:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,3.544,0.156,24.471,0.0998,0.096793,0.321,,0
2025-01-01 00:34:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,127.71,11.8,8.079,0.2216,24.489,0.168,0.097222,0.0,,0
2025-01-01 00:35:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,100.12,9.61,1.807,0.2059,22.794,0.0671,0.067073,0.0,,0
2025-01-01 00:36:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,1.81,3.137,0.1243,25.142,0.177,0.087637,0.0,,0
2025-01-01 00:37:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,16.86,0.0,0.738,0.0958,24.442,0.1046,0.073148,1.522,,0
2025-01-01 00:38:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,3.434,0.2273,24.795,0.0917,0.088467,0.0,,0
2025-01-01 00:39:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,174.17,0.0,0.0,0.2465,25.425,0.0906,0.148706,1.42,,0
2025-01-01 00:40:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,2.653,0.2277,23.694,0.0908,0.07482,0.058,,0
2025-01-01 00:41:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1899.24,68.67,15.212,0.5141,27.224,0.3224,0.089868,10.937,,0
2025-01-01 00:42:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1772.31,55.72,19.065,0.4577,25.841,0.3335,0.081869,11.791,,0
2025-01-01 00:43:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1746.83,54.2,14.845,0.3414,27.254,0.3165,0.079189,10.569,,0
2025-01-01 00:44:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1636.66,80.12,17.268,0.4288,23.801,0.3933,0.096151,15.469,,0
2025-01-01 00:45:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1884.82,42.83,17.997,0.6102,27.701,0.3412,0.086363,13.057,,0
2025-01-01 00:46:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1767.71,61.74,15.859,0.4819,26.084,0.2765,0.080214,10.859,,0
2025-01-01 00:47:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1724.35,61.9,21.161,0.3959,26.419,0.3559,0.128427,11.011,,0
2025-01-01 00:48:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1740.85,57.81,18.884,0.4219,25.94,0.345,0.146467,11.593,,0
2025-01-01 00:49:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1956.53,56.37,14.906,0.5187,27.126,0.3457,0.076971,10.963,,0
2025-01-01 00:50:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1936.99,75.68,17.724,0.4952,27.464,0.3128,0.125594,12.486,,0
2025-01-01 00:51:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1951.96,44.26,22.71,0.4247,29.499,0.3614,0.084925,12.361,,0
2025-01-01 00:52:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1721.06,70.89,18.014,0.5829,27.277,0.3059,0.090755,12.206,,0
2025-01-01 00:53:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1761.1,53.35,17.824,0.3503,25.738,0.3491,0.090705,11.888,,0
2025-01-01 00:54:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1883.59,56.56,14.703,0.4846,27.433,0.3493,0.118327,12.845,,0
2025-01-01 00:55:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1901.94,65.36,15.11,0.5069,27.847,0.3072,0.13046,12.502,,0
2025-01-01 00:56:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1773.28,69.29,19.074,0.3867,27.784,0.3148,0.126667,13.798,,0
2025-01-01 00:57:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1764.3,60.95,16.52,0.3914,26.44,0.3094,0.086426,10.344,,0
2025-01-01 00:58:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1938.5,61.22,19.84,0.4248,26.0,0.3498,0.120949,12.305,,0
2025-01-01 00:59:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1570.7,62.56,17.275,0.3705,24.595,0.3505,0.094969,10.596,,0
2025-01-01 01:00:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1678.32,56.97,18.106,0.5159,23.927,0.3341,0.108721,14.238,,0
2025-01-01 01:01:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1697.59,69.84,15.974,0.5888,27.03,0.3021,0.061671,11.065,,0
2025-01-01 01:02:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1724.61,57.98,19.873,0.5455,26.651,0.3437,0.059886,13.484,,0
2025-01-01 01:03:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1819.76,61.63,17.176,0.6401,24.134,0.3616,0.144815,11.098,,0
2025-01-01 01:04:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1717.94,62.38,13.993,0.4485,27.022,0.413,0.105087,11.531,,0
2025-01-01 01:05:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1787.06,48.23,18.879,0.5737,25.393,0.3455,0.096947,12.283,,0
2025-01-01 01:06:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1827.54,53.22,20.562,0.5874,27.199,0.3479,0.076244,9.496,,0
2025-01-01 01:07:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1848.1,67.33,23.475,0.5254,26.917,0.3403,0.102784,13.343,,0
2025-01-01 01:08:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1780.18,67.56,20.336,0.5251,26.518,0.3441,0.109066,13.52,,0
2025-01-01 01:09:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1882.93,56.32,20.646,0.4987,28.587,0.3514,0.105129,13.349,,0
2025-01-01 01:10:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1848.85,63.24,14.631,0.5342,26.124,0.399,0.098682,9.782,,0
2025-01-01 01:11:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1929.07,64.66,20.615,0.4562,27.102,0.3647,0.091514,10.674,,0
2025-01-01 01:12:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1913.18,59.43,22.107,0.5328,26.994,0.362,0.088846,10.891,,0
2025-01-01 01:13:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1661.98,68.01,21.764,0.599,26.48,0.3347,0.097742,12.145,,0
2025-01-01 01:14:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1813.02,78.06,17.695,0.6312,26.072,0.3379,0.066346,11.829,,0
2025-01-01 01:15:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1686.63,55.31,19.153,0.3305,27.22,0.406,0.129221,13.425,,0
2025-01-01 01:16:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1861.98,56.67,21.091,0.4424,28.341,0.3574,0.099057,13.072,,0
2025-01-01 01:17:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1910.56,55.84,13.649,0.6005,27.784,0.2309,0.166171,14.744,,0
2025-01-01 01:18:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1844.87,58.65,16.063,0.476,27.906,0.2991,0.095533,13.08,,0
2025-01-01 01:19:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1827.62,61.79,21.186,0.4803,28.167,0.3915,0.096292,12.178,,0
2025-01-01 01:20:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1674.8,46.64,14.86,0.667,27.817,0.2862,0.071976,14.337,,0
2025-01-01 01:21:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1834.86,68.73,15.856,0.4687,27.392,0.3318,0.108706,12.565,,0
2025-01-01 01:22:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1875.48,57.1,19.891,0.4034,25.938,0.3541,0.055541,11.286,,0
2025-01-01 01:23:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1934.94,55.69,16.52,0.5895,25.307,0.3096,0.079081,12.511,,0
2025-01-01 01:24:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1808.53,59.51,14.859,0.6751,28.115,0.3094,0.09126,12.678,,0
2025-01-01 01:25:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1653.0,57.82,18.61,0.3557,27.737,0.3598,0.098482,13.595,,0
2025-01-01 01:26:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1723.39,58.97,17.847,0.3748,25.818,0.3109,0.085034,12.347,,0
2025-01-01 01:27:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1802.18,63.79,18.064,0.5037,28.973,0.3811,0.090991,13.358,,0
2025-01-01 01:28:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1622.94,45.86,21.86,0.4808,28.095,0.359,0.078458,10.022,,0
2025-01-01 01:29:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1768.73,63.23,20.647,0.4638,26.602,0.2971,0.102104,15.496,,0
2025-01-01 01:30:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1870.08,68.09,19.49,0.5231,25.867,0.3107,0.126814,10.188,,0
2025-01-01 01:31:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1861.54,64.72,17.683,0.507,27.307,0.3133,0.107698,13.867,,0
2025-01-01 01:32:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1781.76,58.09,19.643,0.414,26.871,0.3351,0.096674,11.169,,0
2025-01-01 01:33:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1812.13,58.97,20.493,0.4786,27.634,0.3092,0.082806,13.242,,0
2025-01-01 01:34:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1932.77,73.85,18.609,0.4599,27.471,0.3968,0.083168,11.319,,0
2025-01-01 01:35:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1733.49,64.11,16.382,0.5125,27.398,0.354,0.091756,11.112,,0
2025-01-01 01:36:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1615.2,59.13,18.665,0.5862,26.372,0.386,0.094528,12.61,,0
2025-01-01 01:37:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1787.18,48.28,17.862,0.4755,28.058,0.3868,0.118946,11.999,,0
2025-01-01 01:38:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1738.6,72.26,17.67,0.5731,25.225,0.4135,0.109581,11.278,,0
2025-01-01 01:39:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1769.18,38.97,18.708,0.3845,25.141,0.3386,0.113714,10.102,,0
2025-01-01 01:40:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1792.93,60.14,16.681,0.5089,26.148,0.3678,0.120492,13.494,,0
2025-01-01 01:41:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1756.27,55.22,20.746,0.4412,26.062,0.3351,0.114713,10.561,,0
2025-01-01 01:42:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1627.21,54.42,17.85,0.4621,28.314,0.4026,0.09546,16.837,,0
2025-01-01 01:43:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1785.2,55.97,16.108,0.5072,27.72,0.3064,0.152723,11.984,,0
2025-01-01 01:44:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1854.03,54.83,16.965,0.4943,27.301,0.3575,0.102554,15.202,,0
2025-01-01 01:45:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1866.63,58.52,15.075,0.5532,28.252,0.3623,0.085515,10.506,,0
2025-01-01 01:46:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1790.4,63.47,13.25,0.5308,27.674,0.3367,0.098419,12.285,,0
2025-01-01 01:47:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,2100.07,58.18,16.483,0.3955,27.86,0.3738,0.093553,12.897,,0
2025-01-01 01:48:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1846.24,60.0,12.625,0.6286,27.029,0.3396,0.105072,11.974,,0
2025-01-01 01:49:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1925.78,67.48,12.935,0.5557,27.309,0.3795,0.092462,14.222,,0
2025-01-01 01:50:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1740.82,53.05,14.903,0.5031,28.299,0.3458,0.142833,9.627,,0
2025-01-01 01:51:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1800.63,70.5,17.328,0.6025,27.733,0.3165,0.105408,11.141,,0
2025-01-01 01:52:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1934.12,78.59,14.544,0.5001,28.037,0.3379,0.096607,14.95,,0
2025-01-01 01:53:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1739.2,53.65,14.397,0.4796,27.808,0.3719,0.091509,11.504,,0
2025-01-01 01:54:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1934.69,52.11,21.327,0.3778,26.691,0.3409,0.098685,12.05,,0
2025-01-01 01:55:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1574.96,61.24,17.516,0.4406,26.602,0.3376,0.109514,14.053,,0
2025-01-01 01:56:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1912.82,68.03,13.392,0.5624,28.829,0.3614,0.070902,14.645,,0
2025-01-01 01:57:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1598.07,57.85,21.727,0.6073,28.894,0.3181,0.092134,9.305,,0
2025-01-01 01:58:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1765.72,49.59,16.705,0.4671,25.398,0.3059,0.102715,11.492,,0
2025-01-01 01:59:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1840.7,51.63,16.94,0.5405,26.806,0.2997,0.119812,11.798,,0
2025-01-01 02:00:00+00:00,aspherical_grinding_01,aspherical_grinding,single_crystal_silicon,WO_0001,WP_0001,SC02,1,1775.82,50.25,17.48,0.4227,25.877,0.341,0.078816,11.796,,0
2025-01-01 02:01:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,2.65,0.0,0.2453,22.89,0.1136,0.073515,0.0,,0
2025-01-01 02:02:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,69.93,0.09,0.816,0.1352,23.561,0.1569,0.12568,0.638,,0
2025-01-01 02:03:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,151.19,9.64,0.0,0.1875,23.316,0.1356,0.097747,0.0,,0
2025-01-01 02:04:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,112.27,0.0,1.333,0.1162,23.908,0.0822,0.103298,0.0,,0
2025-01-01 02:05:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,4.353,0.2031,24.12,0.1692,0.108247,0.0,,0
2025-01-01 02:06:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,16.61,0.0,1.567,0.3329,24.228,0.0697,0.112397,1.57,,0
2025-01-01 02:07:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,66.82,0.0,2.446,0.307,22.975,0.11,0.089987,0.987,,0
2025-01-01 02:08:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.31,0.249,23.512,0.1004,0.09635,0.0,,0
2025-01-01 02:09:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,24.98,3.61,2.605,0.2419,25.86,0.0389,0.049208,0.0,,0
2025-01-01 02:10:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,22.05,11.8,0.853,0.1678,23.364,0.0725,0.085816,0.0,,0
2025-01-01 02:11:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,1.82,0.851,0.2205,25.673,0.1293,0.110966,0.0,,0
2025-01-01 02:12:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,2.5,2.521,0.2682,22.829,0.1408,0.092879,0.0,,0
2025-01-01 02:13:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,2.908,0.2505,25.767,0.0997,0.145388,0.047,,0
2025-01-01 02:14:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,4.72,0.0,2.07,0.2483,22.564,0.1402,0.079118,0.553,,0
2025-01-01 02:15:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,11.19,5.034,0.2648,23.675,0.0843,0.111484,0.0,,0
2025-01-01 02:16:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.0,0.1001,24.43,0.091,0.107647,0.0,,0
2025-01-01 02:17:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,80.33,0.0,0.882,0.1776,23.422,0.0712,0.125048,0.0,,0
2025-01-01 02:18:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,142.96,0.0,0.0,0.2121,25.907,0.0583,0.104052,0.0,,0
2025-01-01 02:19:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,84.56,0.0,2.217,0.0719,26.382,0.1006,0.069269,0.0,,0
2025-01-01 02:20:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.0,0.2733,24.041,0.0599,0.141309,0.83,,0
2025-01-01 02:21:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,3.494,0.0733,23.586,0.0483,0.101197,1.065,,0
2025-01-01 02:22:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,30.59,10.4,3.343,0.2203,24.222,0.0467,0.115866,0.162,,0
2025-01-01 02:23:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.86,3.538,0.0971,23.862,0.0973,0.119606,0.0,,0
2025-01-01 02:24:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,4.037,0.1185,24.126,0.0761,0.094067,2.037,,0
2025-01-01 02:25:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,1.63,3.654,0.2063,23.897,0.1202,0.12698,3.464,,0
2025-01-01 02:26:00+00:00,aspherical_grinding_01,aspherical_grinding,,,,,0,0.0,0.0,0.0,0.3011,23.288,0.0989,0.076483,0.594,,0
