timestamp,material_id,material_type,material_name,warehouse_qty,safety_stock,required_qty,arrival_rate,shortage_flag,consumable_warning_flag,supplier_delay_flag
2025-01-01 00:04:00+00:00,CONS_POLISH,辅料,抛光液,87,30,13,1.082,0,0,0
2025-01-01 00:04:00+00:00,CONS_COATING,辅料,镀膜靶材,66,30,9,1.288,0,0,0
2025-01-01 00:05:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,80,30,19,0.864,0,0,0
2025-01-01 00:05:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,71,30,17,0.81,0,0,0
2025-01-01 00:05:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,83,30,21,0.833,0,0,0
2025-01-01 00:05:00+00:00,CONS_WHEEL,辅料,砂轮,75,30,24,0.95,0,0,0
2025-01-01 00:05:00+00:00,CONS_POLISH,辅料,抛光液,98,30,18,0.893,0,0,0
2025-01-01 00:05:00+00:00,CONS_COATING,辅料,镀膜靶材,89,30,12,0.804,0,0,0
2025-01-01 00:06:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,86,30,17,1.048,0,0,0
2025-01-01 00:06:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,87,30,23,1.244,0,0,0
2025-01-01 00:06:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,107,30,15,1.133,0,0,0
2025-01-01 00:06:00+00:00,CONS_WHEEL,辅料,砂轮,69,30,16,0.864,0,0,0
2025-01-01 00:06:00+00:00,CONS_POLISH,辅料,抛光液,94,30,8,1.134,0,0,0
2025-01-01 00:06:00+00:00,CONS_COATING,辅料,镀膜靶材,84,30,21,0.979,0,0,0
2025-01-01 00:07:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,77,30,20,1.002,0,0,0
2025-01-01 00:07:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,72,30,22,0.988,0,0,0
2025-01-01 00:07:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,89,30,10,1.028,0,0,0
2025-01-01 00:07:00+00:00,CONS_WHEEL,辅料,砂轮,82,30,9,0.95,0,0,0
2025-01-01 00:07:00+00:00,CONS_POLISH,辅料,抛光液,65,30,21,0.89,0,0,0
2025-01-01 00:07:00+00:00,CONS_COATING,辅料,镀膜靶材,76,30,8,0.852,0,0,0
2025-01-01 00:08:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,69,30,18,0.564,0,0,0
2025-01-01 00:08:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,75,30,8,1.093,0,0,0
2025-01-01 00:08:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,81,30,16,1.099,0,0,0
2025-01-01 00:08:00+00:00,CONS_WHEEL,辅料,砂轮,68,30,17,0.813,0,0,1
2025-01-01 00:08:00+00:00,CONS_POLISH,辅料,抛光液,78,30,19,1.115,0,0,0
2025-01-01 00:08:00+00:00,CONS_COATING,辅料,镀膜靶材,73,30,9,1.042,0,0,0
2025-01-01 00:09:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,75,30,14,1.08,0,0,0
2025-01-01 00:09:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,75,30,24,0.855,0,0,0
2025-01-01 00:09:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,86,30,23,0.893,0,0,0
2025-01-01 00:09:00+00:00,CONS_WHEEL,辅料,砂轮,63,30,21,1.156,0,0,0
2025-01-01 00:09:00+00:00,CONS_POLISH,辅料,抛光液,76,30,5,0.937,0,0,0
2025-01-01 00:09:00+00:00,CONS_COATING,辅料,镀膜靶材,89,30,12,1.139,0,0,0
2025-01-01 00:10:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,90,30,15,1.159,0,0,0
2025-01-01 00:10:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,84,30,24,1.038,0,0,0
2025-01-01 00:10:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,89,30,17,0.991,0,0,0
2025-01-01 00:10:00+00:00,CONS_WHEEL,辅料,砂轮,80,30,14,0.82,0,0,0
2025-01-01 00:10:00+00:00,CONS_POLISH,辅料,抛光液,91,30,8,1.322,0,0,0
2025-01-01 00:10:00+00:00,CONS_COATING,辅料,镀膜靶材,74,30,5,0.984,0,0,0
2025-01-01 00:11:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,86,30,8,1.074,0,0,0
2025-01-01 00:11:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,62,30,18,0.969,0,0,0
2025-01-01 00:11:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,84,30,23,0.791,0,0,0
2025-01-01 00:11:00+00:00,CONS_WHEEL,辅料,砂轮,70,30,5,0.801,0,0,0
2025-01-01 00:11:00+00:00,CONS_POLISH,辅料,抛光液,77,30,13,1.079,0,0,0
2025-01-01 00:11:00+00:00,CONS_COATING,辅料,镀膜靶材,86,30,7,0.72,0,0,0
2025-01-01 00:12:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,74,30,13,0.833,0,0,0
2025-01-01 00:12:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,80,30,10,0.872,0,0,0
2025-01-01 00:12:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,79,30,13,1.074,0,0,0
2025-01-01 00:12:00+00:00,CONS_WHEEL,辅料,砂轮,94,30,8,0.974,0,0,0
2025-01-01 00:12:00+00:00,CONS_POLISH,辅料,抛光液,62,30,22,0.973,0,0,0
2025-01-01 00:12:00+00:00,CONS_COATING,辅料,镀膜靶材,72,30,9,1.01,0,0,0
2025-01-01 00:13:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,78,30,21,1.314,0,0,0
2025-01-01 00:13:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,88,30,21,0.711,0,0,0
2025-01-01 00:13:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,87,30,22,1.153,0,0,0
2025-01-01 00:13:00+00:00,CONS_WHEEL,辅料,砂轮,78,30,19,0.947,0,0,0
2025-01-01 00:13:00+00:00,CONS_POLISH,辅料,抛光液,78,30,7,1.199,0,0,0
2025-01-01 00:13:00+00:00,CONS_COATING,辅料,镀膜靶材,83,30,22,1.004,0,0,0
2025-01-01 00:14:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,92,30,15,1.05,0,0,0
2025-01-01 00:14:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,88,30,23,1.048,0,0,0
2025-01-01 00:14:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,70,30,20,1.002,0,0,0
2025-01-01 00:14:00+00:00,CONS_WHEEL,辅料,砂轮,74,30,6,1.022,0,0,0
2025-01-01 00:14:00+00:00,CONS_POLISH,辅料,抛光液,103,30,11,0.919,0,0,0
2025-01-01 00:14:00+00:00,CONS_COATING,辅料,镀膜靶材,69,30,23,0.967,0,0,0
2025-01-01 00:15:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,76,30,13,0.951,0,0,0
2025-01-01 00:15:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,63,30,14,0.71,0,0,0
2025-01-01 00:15:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,97,30,18,1.088,0,0,0
2025-01-01 00:15:00+00:00,CONS_WHEEL,辅料,砂轮,89,30,5,1.189,0,0,0
2025-01-01 00:15:00+00:00,CONS_POLISH,辅料,抛光液,74,30,7,1.006,0,0,0
2025-01-01 00:15:00+00:00,CONS_COATING,辅料,镀膜靶材,62,30,14,1.148,0,0,0
2025-01-01 00:16:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,83,30,13,0.884,0,0,0
2025-01-01 00:16:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,74,30,16,0.947,0,0,0
2025-01-01 00:16:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,83,30,10,0.954,0,0,0
2025-01-01 00:16:00+00:00,CONS_WHEEL,辅料,砂轮,71,30,10,1.121,0,0,0
2025-01-01 00:16:00+00:00,CONS_POLISH,辅料,抛光液,70,30,14,0.908,0,0,0
2025-01-01 00:16:00+00:00,CONS_COATING,辅料,镀膜靶材,71,30,8,0.726,0,0,0
2025-01-01 00:17:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,65,30,8,0.869,0,0,0
2025-01-01 00:17:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,72,30,20,1.023,0,0,0
2025-01-01 00:17:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,92,30,9,0.819,0,0,0
2025-01-01 00:17:00+00:00,CONS_WHEEL,辅料,砂轮,69,30,19,0.922,0,0,0
2025-01-01 00:17:00+00:00,CONS_POLISH,辅料,抛光液,96,30,22,0.934,0,0,0
2025-01-01 00:17:00+00:00,CONS_COATING,辅料,镀膜靶材,77,30,19,1.315,0,0,0
2025-01-01 00:18:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,95,30,9,0.95,0,0,0
2025-01-01 00:18:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,88,30,21,1.175,0,0,0
2025-01-01 00:18:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,62,30,21,0.917,0,0,0
2025-01-01 00:18:00+00:00,CONS_WHEEL,辅料,砂轮,68,30,16,0.994,0,0,0
2025-01-01 00:18:00+00:00,CONS_POLISH,辅料,抛光液,75,30,14,0.963,0,0,0
2025-01-01 00:18:00+00:00,CONS_COATING,辅料,镀膜靶材,102,30,20,0.839,0,0,0
2025-01-01 00:19:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,70,30,16,0.867,0,0,0
2025-01-01 00:19:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,70,30,6,0.735,0,0,0
2025-01-01 00:19:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,113,30,19,1.043,0,0,0
2025-01-01 00:19:00+00:00,CONS_WHEEL,辅料,砂轮,63,30,13,0.997,0,0,0
2025-01-01 00:19:00+00:00,CONS_POLISH,辅料,抛光液,84,30,12,1.207,0,0,0
2025-01-01 00:19:00+00:00,CONS_COATING,辅料,镀膜靶材,91,30,20,0.942,0,0,0
2025-01-01 00:20:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,99,30,23,1.002,0,0,0
2025-01-01 00:20:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,76,30,9,1.269,0,0,0
2025-01-01 00:20:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,75,30,8,1.059,0,0,0
2025-01-01 00:20:00+00:00,CONS_WHEEL,辅料,砂轮,75,30,24,1.319,0,0,0
2025-01-01 00:20:00+00:00,CONS_POLISH,辅料,抛光液,73,30,5,1.115,0,0,0
2025-01-01 00:20:00+00:00,CONS_COATING,辅料,镀膜靶材,70,30,18,0.982,0,0,0
2025-01-01 00:21:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,67,30,23,1.088,0,0,0
2025-01-01 00:21:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,63,30,22,0.922,0,0,0
2025-01-01 00:21:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,61,30,15,1.085,0,0,0
2025-01-01 00:21:00+00:00,CONS_WHEEL,辅料,砂轮,92,30,11,0.881,0,0,0
2025-01-01 00:21:00+00:00,CONS_POLISH,辅料,抛光液,94,30,23,1.362,0,0,0
2025-01-01 00:21:00+00:00,CONS_COATING,辅料,镀膜靶材,89,30,5,1.143,0,0,0
2025-01-01 00:22:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,96,30,22,0.964,0,0,0
2025-01-01 00:22:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,52,30,6,1.123,0,0,0
2025-01-01 00:22:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,76,30,23,0.886,0,0,0
2025-01-01 00:22:00+00:00,CONS_WHEEL,辅料,砂轮,69,30,6,1.105,0,0,0
2025-01-01 00:22:00+00:00,CONS_POLISH,辅料,抛光液,84,30,13,1.223,0,0,0
2025-01-01 00:22:00+00:00,CONS_COATING,辅料,镀膜靶材,79,30,6,0.933,0,0,0
2025-01-01 00:23:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,89,30,17,0.958,0,0,0
2025-01-01 00:23:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,81,30,22,1.063,0,0,0
2025-01-01 00:23:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,94,30,10,1.013,0,0,0
2025-01-01 00:23:00+00:00,CONS_WHEEL,辅料,砂轮,81,30,16,0.813,0,0,0
2025-01-01 00:23:00+00:00,CONS_POLISH,辅料,抛光液,73,30,21,1.131,0,0,0
2025-01-01 00:23:00+00:00,CONS_COATING,辅料,镀膜靶材,68,30,22,0.984,0,0,0
2025-01-01 00:24:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,73,30,19,0.81,0,0,0
2025-01-01 00:24:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,76,30,17,0.856,0,0,0
2025-01-01 00:24:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,66,30,15,0.902,0,0,0
2025-01-01 00:24:00+00:00,CONS_WHEEL,辅料,砂轮,76,30,24,1.071,0,0,0
2025-01-01 00:24:00+00:00,CONS_POLISH,辅料,抛光液,78,30,21,0.809,0,0,0
2025-01-01 00:24:00+00:00,CONS_COATING,辅料,镀膜靶材,90,30,19,1.077,0,0,0
2025-01-01 00:25:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,80,30,15,1.142,0,0,0
2025-01-01 00:25:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,50,30,14,0.962,0,0,0
2025-01-01 00:25:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,71,30,11,1.068,0,0,0
2025-01-01 00:25:00+00:00,CONS_WHEEL,辅料,砂轮,73,30,22,0.815,0,0,0
2025-01-01 00:25:00+00:00,CONS_POLISH,辅料,抛光液,80,30,13,1.084,0,0,0
2025-01-01 00:25:00+00:00,CONS_COATING,辅料,镀膜靶材,81,30,23,0.71,0,0,0
2025-01-01 00:26:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,52,30,6,1.087,0,0,0
2025-01-01 00:26:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,84,30,12,1.182,0,0,0
2025-01-01 00:26:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,95,30,21,1.149,0,0,0
2025-01-01 00:26:00+00:00,CONS_WHEEL,辅料,砂轮,90,30,18,1.017,0,0,0
2025-01-01 00:26:00+00:00,CONS_POLISH,辅料,抛光液,88,30,23,0.895,0,0,0
2025-01-01 00:26:00+00:00,CONS_COATING,辅料,镀膜靶材,91,30,13,1.293,0,0,0
2025-01-01 00:27:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,67,30,16,0.848,0,0,0
2025-01-01 00:27:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,73,30,19,1.141,0,0,0
2025-01-01 00:27:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,83,30,12,0.946,0,0,0
2025-01-01 00:27:00+00:00,CONS_WHEEL,辅料,砂轮,73,30,24,0.861,0,0,1
2025-01-01 00:27:00+00:00,CONS_POLISH,辅料,抛光液,75,30,7,0.969,0,0,0
2025-01-01 00:27:00+00:00,CONS_COATING,辅料,镀膜靶材,89,30,15,0.745,0,0,0
2025-01-01 00:28:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,70,30,24,0.73,0,0,0
2025-01-01 00:28:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,60,30,9,0.809,0,0,0
2025-01-01 00:28:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,73,30,9,0.923,0,0,0
2025-01-01 00:28:00+00:00,CONS_WHEEL,辅料,砂轮,65,30,22,0.891,0,0,0
2025-01-01 00:28:00+00:00,CONS_POLISH,辅料,抛光液,83,30,9,0.974,0,0,0
2025-01-01 00:28:00+00:00,CONS_COATING,辅料,镀膜靶材,101,30,15,0.82,0,0,0
2025-01-01 00:29:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,88,30,20,1.061,0,0,0
2025-01-01 00:29:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,78,30,24,0.864,0,0,0
2025-01-01 00:29:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,84,30,6,1.121,0,0,0
2025-01-01 00:29:00+00:00,CONS_WHEEL,辅料,砂轮,57,30,10,1.005,0,0,0
2025-01-01 00:29:00+00:00,CONS_POLISH,辅料,抛光液,73,30,11,1.023,0,0,0
2025-01-01 00:29:00+00:00,CONS_COATING,辅料,镀膜靶材,64,30,24,1.028,0,0,0
2025-01-01 00:30:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,100,30,24,1.075,0,0,0
2025-01-01 00:30:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,80,30,15,1.075,0,0,0
2025-01-01 00:30:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,75,30,17,1.209,0,0,0
2025-01-01 00:30:00+00:00,CONS_WHEEL,辅料,砂轮,64,30,7,0.686,0,0,0
2025-01-01 00:30:00+00:00,CONS_POLISH,辅料,抛光液,58,30,20,1.112,0,0,0
2025-01-01 00:30:00+00:00,CONS_COATING,辅料,镀膜靶材,71,30,10,1.092,0,0,0
2025-01-01 00:31:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,90,30,14,0.957,0,0,0
2025-01-01 00:31:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,75,30,19,0.913,0,0,0
2025-01-01 00:31:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,96,30,12,1.031,0,0,0
2025-01-01 00:31:00+00:00,CONS_WHEEL,辅料,砂轮,82,30,18,0.764,0,0,0
2025-01-01 00:31:00+00:00,CONS_POLISH,辅料,抛光液,75,30,18,1.289,0,0,0
2025-01-01 00:31:00+00:00,CONS_COATING,辅料,镀膜靶材,81,30,14,0.698,0,0,0
2025-01-01 00:32:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,61,30,9,0.967,0,0,0
2025-01-01 00:32:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,82,30,9,0.798,0,0,1
2025-01-01 00:32:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,99,30,21,1.063,0,0,0
2025-01-01 00:32:00+00:00,CONS_WHEEL,辅料,砂轮,65,30,17,0.978,0,0,0
2025-01-01 00:32:00+00:00,CONS_POLISH,辅料,抛光液,83,30,11,0.861,0,0,0
2025-01-01 00:32:00+00:00,CONS_COATING,辅料,镀膜靶材,97,30,13,0.848,0,0,0
2025-01-01 00:33:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,94,30,20,1.03,0,0,0
2025-01-01 00:33:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,46,30,18,0.957,0,0,0
2025-01-01 00:33:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,85,30,17,0.831,0,0,0
2025-01-01 00:33:00+00:00,CONS_WHEEL,辅料,砂轮,80,30,19,0.926,0,0,0
2025-01-01 00:33:00+00:00,CONS_POLISH,辅料,抛光液,87,30,23,1.066,0,0,0
2025-01-01 00:33:00+00:00,CONS_COATING,辅料,镀膜靶材,89,30,8,0.86,0,0,0
2025-01-01 00:34:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,64,30,20,0.895,0,0,0
2025-01-01 00:34:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,62,30,23,1.024,0,0,0
2025-01-01 00:34:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,86,30,16,1.249,0,0,0
2025-01-01 00:34:00+00:00,CONS_WHEEL,辅料,砂轮,85,30,15,1.246,0,0,0
2025-01-01 00:34:00+00:00,CONS_POLISH,辅料,抛光液,84,30,13,0.991,0,0,0
2025-01-01 00:34:00+00:00,CONS_COATING,辅料,镀膜靶材,60,30,16,1.033,0,0,0
2025-01-01 00:35:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,95,30,18,0.717,0,0,0
2025-01-01 00:35:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,100,30,22,0.907,0,0,0
2025-01-01 00:35:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,91,30,20,1.124,0,0,0
2025-01-01 00:35:00+00:00,CONS_WHEEL,辅料,砂轮,70,30,7,0.997,0,0,0
2025-01-01 00:35:00+00:00,CONS_POLISH,辅料,抛光液,77,30,19,1.161,0,0,0
2025-01-01 00:35:00+00:00,CONS_COATING,辅料,镀膜靶材,74,30,13,1.121,0,0,0
2025-01-01 00:36:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,61,30,24,1.213,0,0,0
2025-01-01 00:36:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,77,30,16,0.976,0,0,0
2025-01-01 00:36:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,81,30,12,1.023,0,0,0
2025-01-01 00:36:00+00:00,CONS_WHEEL,辅料,砂轮,101,30,22,1.11,0,0,0
2025-01-01 00:36:00+00:00,CONS_POLISH,辅料,抛光液,85,30,15,1.266,0,0,0
2025-01-01 00:36:00+00:00,CONS_COATING,辅料,镀膜靶材,87,30,5,0.879,0,0,0
2025-01-01 00:37:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,60,30,17,0.954,0,0,0
2025-01-01 00:37:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,73,30,9,1.013,0,0,0
2025-01-01 00:37:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,89,30,20,1.263,0,0,0
2025-01-01 00:37:00+00:00,CONS_WHEEL,辅料,砂轮,85,30,24,1.178,0,0,0
2025-01-01 00:37:00+00:00,CONS_POLISH,辅料,抛光液,65,30,6,1.143,0,0,0
2025-01-01 00:37:00+00:00,CONS_COATING,辅料,镀膜靶材,79,30,9,0.73,0,0,0
2025-01-01 00:38:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,94,30,12,1.001,0,0,0
2025-01-01 00:38:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,103,30,10,1.059,0,0,0
2025-01-01 00:38:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,71,30,23,1.059,0,0,0
2025-01-01 00:38:00+00:00,CONS_WHEEL,辅料,砂轮,78,30,18,1.055,0,0,0
2025-01-01 00:38:00+00:00,CONS_POLISH,辅料,抛光液,105,30,13,1.04,0,0,0
2025-01-01 00:38:00+00:00,CONS_COATING,辅料,镀膜靶材,82,30,17,0.867,0,0,0
2025-01-01 00:39:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,71,30,14,0.87,0,0,0
2025-01-01 00:39:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,72,30,12,1.062,0,0,0
2025-01-01 00:39:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,72,30,10,1.015,0,0,0
2025-01-01 00:39:00+00:00,CONS_WHEEL,辅料,砂轮,83,30,18,1.247,0,0,0
2025-01-01 00:39:00+00:00,CONS_POLISH,辅料,抛光液,77,30,24,1.013,0,0,0
2025-01-01 00:39:00+00:00,CONS_COATING,辅料,镀膜靶材,93,30,17,1.154,0,0,0
2025-01-01 00:40:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,73,30,8,0.908,0,0,0
2025-01-01 00:40:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,77,30,22,1.055,0,0,0
2025-01-01 00:40:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,69,30,13,1.058,0,0,0
2025-01-01 00:40:00+00:00,CONS_WHEEL,辅料,砂轮,105,30,6,0.972,0,0,0
2025-01-01 00:40:00+00:00,CONS_POLISH,辅料,抛光液,72,30,14,1.099,0,0,0
2025-01-01 00:40:00+00:00,CONS_COATING,辅料,镀膜靶材,75,30,18,1.154,0,0,0
2025-01-01 00:41:00+00:00,RAW_SILICON,原材料,单晶硅毛坯,74,30,14,0.879,0,0,0
2025-01-01 00:41:00+00:00,RAW_CHALCO,原材料,硫系玻璃毛坯,83,30,7,1.05,0,0,0
2025-01-01 00:41:00+00:00,RAW_MICRO,原材料,微晶玻璃毛坯,92,30,19,0.929,0,0,0
2025-01-01 00:41:00+00:00,CONS_WHEEL,辅料,砂轮,85,30,24,1.274,0,0,0
2025-01-01 00:41:00+00:00,CONS_POLISH,辅料,抛光液,83,30,6,1.295,0,0,0
2025-01-01 00:41:00+00:00,CONS_COATING,辅料,镀膜靶材,88,30,24,1.138,0,0,0
