work_order_id,workpiece_id,product_type,process_code,inspection_time,dimension_error,surface_roughness_ra,curvature_error,thickness_error,quality_result,quality_card_flag,rework_flag,scrap_flag
WO_0007,WP_0007,single_crystal_silicon,SC10,2025-01-01 15:29:00+00:00,-0.2685,0.0404,-0.7475,0.4092,pass,0,0,0
WO_0007,WP_0007,single_crystal_silicon,SC11,2025-01-01 16:20:00+00:00,-2.3716,0.0983,1.2102,0.1305,pass,0,0,0
WO_0007,WP_0007,single_crystal_silicon,SC13,2025-01-01 18:25:00+00:00,-0.0689,0.1516,0.1723,0.2005,pass,0,0,0
WO_0007,WP_0007,single_crystal_silicon,SC15,2025-01-01 20:44:00+00:00,1.0686,0.1123,0.7019,-0.1328,pass,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG01,2025-01-01 10:06:00+00:00,1.2518,0.1055,-0.4706,-0.1346,rework,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG02,2025-01-01 10:49:00+00:00,-0.431,0.1659,-1.1971,-0.236,pass,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG03,2025-01-01 12:30:00+00:00,-0.1434,0.1099,-0.0796,0.061,pass,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG04,2025-01-01 13:42:00+00:00,0.308,0.1423,0.1482,0.6105,pass,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG05,2025-01-01 15:22:00+00:00,-0.8258,0.0702,-0.4444,-0.0212,pass,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG06,2025-01-01 16:36:00+00:00,0.7201,0.1496,-0.0798,-0.1959,pass,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG07,2025-01-01 17:27:00+00:00,-0.0544,0.1305,-0.4498,0.057,pass,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG08,2025-01-01 18:47:00+00:00,-0.202,0.1345,-1.205,-0.3469,pass,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG10,2025-01-01 20:47:00+00:00,-0.67,0.1294,0.8056,-0.3667,pass,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG01,2025-01-01 11:43:00+00:00,-1.3214,0.0688,-0.2118,-0.1562,pass,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG02,2025-01-01 13:16:00+00:00,0.4123,0.0969,0.6372,-0.1883,pass,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG03,2025-01-01 14:08:00+00:00,0.3585,0.0526,0.269,-0.3103,pass,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG04,2025-01-01 15:41:00+00:00,-0.6453,0.0687,0.3569,0.0725,pass,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG05,2025-01-01 16:16:00+00:00,0.0257,0.1308,-0.3098,0.1413,pass,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG06,2025-01-01 17:44:00+00:00,-0.8325,0.0235,0.8055,0.7648,pass,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG07,2025-01-01 19:09:00+00:00,-0.229,0.1124,-0.5567,0.1739,pass,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG08,2025-01-01 20:11:00+00:00,1.6421,0.1269,-0.1687,-0.0426,pass,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG09,2025-01-01 21:00:00+00:00,-1.3845,0.1266,-0.1952,0.5543,pass,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG10,2025-01-01 21:32:00+00:00,0.4698,0.1328,-0.4345,0.0532,pass,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG11,2025-01-01 22:36:00+00:00,-0.0141,0.0839,-0.1712,-0.0245,pass,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG12,2025-01-01 23:54:00+00:00,-0.4182,0.0174,0.3924,0.0817,pass,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG13,2025-01-02 01:29:00+00:00,0.2795,0.2153,0.2101,0.1163,pass,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC01,2025-01-01 12:15:00+00:00,1.0014,0.0991,-0.2177,-0.1437,pass,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC02,2025-01-01 12:51:00+00:00,-0.3398,0.1326,-0.1229,0.2856,pass,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC04,2025-01-01 13:47:00+00:00,-0.7321,0.112,0.5565,-0.0735,pass,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC06,2025-01-01 15:33:00+00:00,0.4468,0.1111,0.3237,-0.0041,pass,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC08,2025-01-01 17:10:00+00:00,-1.2508,0.1474,-0.1755,-0.3067,pass,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC10,2025-01-01 18:44:00+00:00,1.1689,0.1313,0.3837,-0.342,pass,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC11,2025-01-01 20:05:00+00:00,0.439,0.1125,0.1391,0.0474,pass,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC13,2025-01-01 21:34:00+00:00,0.9502,0.0792,-0.9299,0.0297,pass,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC15,2025-01-01 23:40:00+00:00,0.0092,0.108,-0.5075,0.6146,pass,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG01,2025-01-01 13:49:00+00:00,0.5117,0.1377,0.6248,0.1906,pass,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG02,2025-01-01 15:23:00+00:00,-1.4269,0.1233,-0.2781,-0.384,pass,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG03,2025-01-01 16:17:00+00:00,0.2042,0.174,0.006,0.0608,pass,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG04,2025-01-01 16:49:00+00:00,-1.0421,0.118,-0.0399,0.5393,pass,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG05,2025-01-01 17:48:00+00:00,0.0354,0.1119,-0.5412,-0.0453,rework,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG06,2025-01-01 18:50:00+00:00,0.313,0.0485,-0.0613,0.2987,pass,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG07,2025-01-01 20:29:00+00:00,-0.676,0.0767,0.1723,0.1138,pass,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG08,2025-01-01 21:54:00+00:00,-0.9954,0.1072,0.1086,-0.0606,pass,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG10,2025-01-02 00:05:00+00:00,-0.3216,0.1298,0.1366,-0.3418,pass,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG01,2025-01-01 14:29:00+00:00,0.2546,0.0735,-1.0583,-0.5586,pass,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG02,2025-01-01 15:27:00+00:00,0.9714,0.0131,0.198,0.4684,pass,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG03,2025-01-01 17:13:00+00:00,-0.7155,0.1069,0.7137,0.5512,rework,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG04,2025-01-01 18:58:00+00:00,1.403,0.1163,0.0655,0.1096,pass,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG05,2025-01-01 20:11:00+00:00,0.7752,0.1055,-0.2449,0.2726,pass,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG06,2025-01-01 21:07:00+00:00,0.2693,0.137,-0.9685,0.2,pass,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG07,2025-01-01 21:43:00+00:00,0.0672,0.0923,0.4155,-0.4027,pass,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG08,2025-01-01 22:42:00+00:00,0.2231,0.0797,0.3621,0.0189,pass,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG09,2025-01-01 23:16:00+00:00,-0.1768,0.1159,-0.014,0.0677,pass,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG10,2025-01-02 01:07:00+00:00,-0.8747,0.1316,0.6225,-0.1294,pass,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG11,2025-01-02 02:45:00+00:00,-0.4462,0.1037,0.0193,-0.0935,pass,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG12,2025-01-02 04:02:00+00:00,0.3831,0.0586,0.1948,0.0308,pass,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG13,2025-01-02 04:49:00+00:00,1.6482,0.111,-0.6385,0.021,pass,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC01,2025-01-01 16:10:00+00:00,-0.4977,0.1595,0.5788,0.4309,pass,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC02,2025-01-01 17:31:00+00:00,-0.2543,0.0853,0.0596,-0.1714,pass,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC04,2025-01-01 18:57:00+00:00,0.0606,0.1202,0.2242,0.3496,pass,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC06,2025-01-01 20:54:00+00:00,0.7522,0.1546,0.1058,0.2659,pass,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC08,2025-01-01 22:28:00+00:00,-2.3445,0.1353,-1.8242,-0.517,pass,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC10,2025-01-02 00:23:00+00:00,-0.3872,0.2097,-0.001,0.1224,pass,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC11,2025-01-02 01:08:00+00:00,-0.0878,0.1186,-0.6824,-0.0767,rework,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC13,2025-01-02 02:38:00+00:00,0.1785,0.1447,-0.4999,-0.3125,pass,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC15,2025-01-02 03:40:00+00:00,-1.2246,0.1292,0.3678,0.1123,rework,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG01,2025-01-01 17:17:00+00:00,-0.2421,0.1007,0.4353,0.4438,pass,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG02,2025-01-01 18:44:00+00:00,0.2822,0.1507,0.0606,0.0392,pass,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG03,2025-01-01 19:59:00+00:00,-0.3316,0.1454,0.0015,0.1021,pass,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG04,2025-01-01 21:19:00+00:00,0.3031,0.0706,0.7212,-0.1502,pass,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG05,2025-01-01 22:11:00+00:00,0.0417,0.109,-0.1684,0.1859,pass,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG06,2025-01-01 23:51:00+00:00,0.4929,0.0357,-0.1822,-0.6541,pass,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG07,2025-01-02 01:04:00+00:00,0.9501,0.1281,-0.2502,0.1455,pass,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG08,2025-01-02 02:46:00+00:00,-0.4462,0.1522,0.3387,-0.2864,pass,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG10,2025-01-02 04:12:00+00:00,-0.4301,0.1417,-0.4778,0.1313,pass,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG01,2025-01-01 18:09:00+00:00,-1.1019,0.1789,0.0749,0.1234,pass,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG02,2025-01-01 19:11:00+00:00,1.1632,0.1017,0.5661,-0.1933,rework,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG03,2025-01-01 19:40:00+00:00,1.1561,0.1169,-0.0984,-0.3344,pass,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG04,2025-01-01 20:45:00+00:00,0.1814,0.1728,1.4046,-0.176,pass,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG05,2025-01-01 22:05:00+00:00,0.3461,0.1225,0.0552,-0.1225,pass,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG06,2025-01-01 23:29:00+00:00,-0.2214,0.0962,0.0043,0.2385,pass,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG07,2025-01-01 23:52:00+00:00,-0.0537,0.1832,0.2473,0.2921,pass,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG08,2025-01-02 00:41:00+00:00,0.4787,0.1408,-0.5487,0.2102,pass,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG09,2025-01-02 02:27:00+00:00,0.6722,0.1795,-0.1358,-0.3457,pass,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG10,2025-01-02 03:15:00+00:00,0.9069,0.1055,0.176,-0.2966,rework,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG11,2025-01-02 03:57:00+00:00,-0.1887,0.1126,-0.1351,0.5314,pass,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG12,2025-01-02 04:20:00+00:00,-0.7154,0.1095,-0.3429,0.4145,pass,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG13,2025-01-02 05:35:00+00:00,0.0298,0.1164,0.0019,0.5156,pass,0,0,0
WO_0016,WP_0016,single_crystal_silicon,SC01,2025-01-01 19:23:00+00:00,0.0116,0.1476,0.2365,-0.1153,pass,0,0,0
WO_0016,WP_0016,single_crystal_silicon,SC02,2025-01-01 20:51:00+00:00,0.7701,0.1309,-0.2807,0.2093,pass,0,0,0
WO_0016,WP_0016,single_crystal_silicon,SC04,2025-01-01 23:11:00+00:00,-0.9497,0.1055,-0.1273,-0.4522,pass,0,0,0
WO_0016,WP_0016,single_crystal_silicon,SC06,2025-01-02 01:05:00+00:00,-0.2909,0.074,-0.9541,-0.0351,pass,0,0,0
WO_0016,WP_0016,single_crystal_silicon,SC08,2025-01-02 02:51:00+00:00,0.293,0.1367,-0.6602,0.2564,pass,0,0,0
WO_0016,WP_0016,single_crystal_silicon,SC10,2025-01-02 03:53:00+00:00,0.2923,0.1445,-0.0705,0.4595,pass,0,0,0
WO_0016,WP_0016,single_crystal_silicon,SC11,2025-01-02 05:32:00+00:00,1.547,0.1984,-0.614,-0.278,pass,0,0,0
WO_0016,WP_0016,single_crystal_silicon,SC13,2025-01-02 06:46:00+00:00,-0.0819,0.094,-0.3371,-0.2137,rework,0,0,0
WO_0016,WP_0016,single_crystal_silicon,SC15,2025-01-02 08:24:00+00:00,-0.1488,0.0915,-1.3259,-0.4134,pass,0,0,0
WO_0017,WP_0017,chalcogenide_glass,CG01,2025-01-01 20:51:00+00:00,-0.0355,0.1716,0.2055,0.2348,rework,0,0,0
WO_0017,WP_0017,chalcogenide_glass,CG02,2025-01-01 21:32:00+00:00,-0.4613,0.1424,0.2831,-0.1649,pass,0,0,0
WO_0017,WP_0017,chalcogenide_glass,CG03,2025-01-01 22:24:00+00:00,-1.8279,0.1235,0.1635,-0.2378,pass,0,0,0
WO_0017,WP_0017,chalcogenide_glass,CG04,2025-01-01 23:40:00+00:00,1.2415,0.1711,-0.5006,0.5051,pass,0,0,0
WO_0017,WP_0017,chalcogenide_glass,CG05,2025-01-02 00:44:00+00:00,-0.3297,0.0477,-0.0858,-0.4678,pass,0,0,0
WO_0017,WP_0017,chalcogenide_glass,CG06,2025-01-02 02:29:00+00:00,0.2416,0.091,-0.3142,0.2323,pass,0,0,0
WO_0017,WP_0017,chalcogenide_glass,CG07,2025-01-02 03:35:00+00:00,0.7995,0.1239,0.3979,-0.1341,pass,0,0,0
WO_0017,WP_0017,chalcogenide_glass,CG08,2025-01-02 04:42:00+00:00,0.5297,0.146,0.2968,0.4611,pass,0,0,0
WO_0017,WP_0017,chalcogenide_glass,CG10,2025-01-02 07:07:00+00:00,-0.4798,0.1848,0.1818,-0.0654,pass,0,0,0
WO_0018,WP_0018,microcrystalline_glass,MG01,2025-01-01 22:45:00+00:00,0.6367,0.1224,0.1252,-0.3979,pass,0,0,0
WO_0018,WP_0018,microcrystalline_glass,MG02,2025-01-01 23:47:00+00:00,0.1358,0.1024,-0.1973,-0.6388,pass,0,0,0
WO_0018,WP_0018,microcrystalline_glass,MG03,2025-01-02 01:34:00+00:00,-0.5291,0.0737,-0.4827,0.016,pass,0,0,0
WO_0018,WP_0018,microcrystalline_glass,MG04,2025-01-02 02:10:00+00:00,0.6031,0.11,-1.2404,-0.2989,pass,0,0,0
WO_0018,WP_0018,microcrystalline_glass,MG05,2025-01-02 03:07:00+00:00,-0.944,0.1522,-0.3376,0.1212,pass,0,0,0
WO_0018,WP_0018,microcrystalline_glass,MG06,2025-01-02 04:39:00+00:00,0.3008,0.0606,0.5952,-0.2282,pass,0,0,0
WO_0018,WP_0018,microcrystalline_glass,MG07,2025-01-02 05:37:00+00:00,0.183,0.1587,0.1465,-0.4767,pass,0,0,0
WO_0018,WP_0018,microcrystalline_glass,MG08,2025-01-02 06:18:00+00:00,-0.8598,0.1551,0.135,0.1236,pass,0,0,0
WO_0018,WP_0018,microcrystalline_glass,MG09,2025-01-02 06:53:00+00:00,2.1686,0.1114,-0.3989,0.1283,rework,0,0,0
WO_0018,WP_0018,microcrystalline_glass,MG10,2025-01-02 08:06:00+00:00,1.8479,0.1331,-0.3661,0.2748,pass,0,0,0
WO_0018,WP_0018,microcrystalline_glass,MG11,2025-01-02 08:41:00+00:00,-1.0335,0.1341,0.9565,0.1399,pass,0,0,0
WO_0018,WP_0018,microcrystalline_glass,MG12,2025-01-02 10:22:00+00:00,-0.2032,0.1049,0.4582,-0.52,pass,0,0,0
WO_0018,WP_0018,microcrystalline_glass,MG13,2025-01-02 11:05:00+00:00,-0.9016,0.1731,0.6228,0.2879,pass,0,0,0
WO_0019,WP_0019,single_crystal_silicon,SC01,2025-01-01 23:42:00+00:00,-0.0194,0.1346,0.278,0.0532,pass,0,0,0
WO_0019,WP_0019,single_crystal_silicon,SC02,2025-01-02 00:30:00+00:00,-2.2936,0.1073,-0.0823,-0.5256,pass,0,0,0
WO_0019,WP_0019,single_crystal_silicon,SC04,2025-01-02 02:06:00+00:00,-0.5375,0.1791,-0.2713,0.1387,pass,0,0,0
