work_order_id,workpiece_id,product_type,process_code,process_sequence,planned_start,planned_end,plan_version,plan_change_flag,quality_hold_flag,expedite_flag,insert_order_flag
WO_0004,WP_0004,single_crystal_silicon,SC10,10,2025-01-01 10:55:00+00:00,2025-01-01 11:46:00+00:00,1,0,0,0,0
WO_0004,WP_0004,single_crystal_silicon,SC11,11,2025-01-01 11:56:00+00:00,2025-01-01 12:34:00+00:00,1,0,0,0,0
WO_0004,WP_0004,single_crystal_silicon,SC12,12,2025-01-01 12:35:00+00:00,2025-01-01 12:46:00+00:00,1,0,0,0,0
WO_0004,WP_0004,single_crystal_silicon,SC13,13,2025-01-01 13:00:00+00:00,2025-01-01 13:27:00+00:00,1,0,0,0,0
WO_0004,WP_0004,single_crystal_silicon,SC14,14,2025-01-01 13:41:00+00:00,2025-01-01 14:10:00+00:00,1,0,0,0,0
WO_0004,WP_0004,single_crystal_silicon,SC15,15,2025-01-01 14:16:00+00:00,2025-01-01 15:18:00+00:00,1,0,0,0,0
WO_0005,WP_0005,chalcogenide_glass,CG01,1,2025-01-01 05:00:00+00:00,2025-01-01 05:54:00+00:00,1,0,0,0,0
WO_0005,WP_0005,chalcogenide_glass,CG02,2,2025-01-01 05:57:00+00:00,2025-01-01 06:31:00+00:00,1,0,0,0,0
WO_0005,WP_0005,chalcogenide_glass,CG03,3,2025-01-01 06:35:00+00:00,2025-01-01 08:11:00+00:00,1,0,0,0,0
WO_0005,WP_0005,chalcogenide_glass,CG04,4,2025-01-01 08:21:00+00:00,2025-01-01 08:43:00+00:00,1,0,0,0,0
WO_0005,WP_0005,chalcogenide_glass,CG05,5,2025-01-01 08:52:00+00:00,2025-01-01 09:53:00+00:00,1,0,0,0,0
WO_0005,WP_0005,chalcogenide_glass,CG06,6,2025-01-01 10:02:00+00:00,2025-01-01 11:36:00+00:00,1,0,0,0,0
WO_0005,WP_0005,chalcogenide_glass,CG07,7,2025-01-01 11:39:00+00:00,2025-01-01 12:37:00+00:00,1,0,0,0,0
WO_0005,WP_0005,chalcogenide_glass,CG08,8,2025-01-01 12:47:00+00:00,2025-01-01 14:14:00+00:00,1,0,0,0,0
WO_0005,WP_0005,chalcogenide_glass,CG09,9,2025-01-01 14:21:00+00:00,2025-01-01 14:49:00+00:00,1,0,0,0,0
WO_0005,WP_0005,chalcogenide_glass,CG10,10,2025-01-01 15:02:00+00:00,2025-01-01 16:27:00+00:00,1,0,0,0,0
WO_0006,WP_0006,microcrystalline_glass,MG01,1,2025-01-01 06:15:00+00:00,2025-01-01 07:10:00+00:00,1,0,0,0,0
WO_0006,WP_0006,microcrystalline_glass,MG02,2,2025-01-01 07:15:00+00:00,2025-01-01 08:05:00+00:00,1,0,0,0,0
WO_0006,WP_0006,microcrystalline_glass,MG03,3,2025-01-01 08:16:00+00:00,2025-01-01 08:45:00+00:00,1,0,0,0,0
WO_0006,WP_0006,microcrystalline_glass,MG04,4,2025-01-01 08:56:00+00:00,2025-01-01 09:52:00+00:00,1,0,0,0,0
WO_0006,WP_0006,microcrystalline_glass,MG05,5,2025-01-01 09:56:00+00:00,2025-01-01 11:26:00+00:00,1,0,0,0,0
WO_0006,WP_0006,microcrystalline_glass,MG06,6,2025-01-01 11:35:00+00:00,2025-01-01 11:57:00+00:00,1,0,0,0,0
WO_0006,WP_0006,microcrystalline_glass,MG07,7,2025-01-01 12:03:00+00:00,2025-01-01 12:25:00+00:00,1,0,0,0,0
WO_0006,WP_0006,microcrystalline_glass,MG08,8,2025-01-01 12:25:00+00:00,2025-01-01 12:49:00+00:00,1,0,0,0,0
WO_0006,WP_0006,microcrystalline_glass,MG09,9,2025-01-01 13:00:00+00:00,2025-01-01 13:36:00+00:00,1,0,0,0,0
WO_0006,WP_0006,microcrystalline_glass,MG10,10,2025-01-01 13:40:00+00:00,2025-01-01 14:58:00+00:00,1,0,0,0,0
WO_0006,WP_0006,microcrystalline_glass,MG11,11,2025-01-01 14:59:00+00:00,2025-01-01 16:08:00+00:00,1,0,0,0,0
WO_0006,WP_0006,microcrystalline_glass,MG12,12,2025-01-01 16:09:00+00:00,2025-01-01 17:47:00+00:00,1,0,0,0,0
WO_0006,WP_0006,microcrystalline_glass,MG13,13,2025-01-01 17:56:00+00:00,2025-01-01 18:40:00+00:00,1,0,0,0,0
WO_0007,WP_0007,single_crystal_silicon,SC01,1,2025-01-01 07:30:00+00:00,2025-01-01 09:03:00+00:00,1,0,0,0,0
WO_0007,WP_0007,single_crystal_silicon,SC02,2,2025-01-01 09:04:00+00:00,2025-01-01 09:56:00+00:00,1,0,0,0,0
WO_0007,WP_0007,single_crystal_silicon,SC03,3,2025-01-01 10:09:00+00:00,2025-01-01 10:26:00+00:00,1,0,0,0,0
WO_0007,WP_0007,single_crystal_silicon,SC04,4,2025-01-01 10:33:00+00:00,2025-01-01 11:04:00+00:00,1,0,0,0,0
WO_0007,WP_0007,single_crystal_silicon,SC05,5,2025-01-01 11:07:00+00:00,2025-01-01 11:23:00+00:00,1,0,0,0,0
WO_0007,WP_0007,single_crystal_silicon,SC06,6,2025-01-01 11:31:00+00:00,2025-01-01 12:06:00+00:00,1,0,0,0,0
WO_0007,WP_0007,single_crystal_silicon,SC07,7,2025-01-01 12:14:00+00:00,2025-01-01 12:45:00+00:00,1,0,0,0,0
WO_0007,WP_0007,single_crystal_silicon,SC08,8,2025-01-01 12:57:00+00:00,2025-01-01 13:38:00+00:00,1,0,0,0,0
WO_0007,WP_0007,single_crystal_silicon,SC09,9,2025-01-01 13:43:00+00:00,2025-01-01 14:07:00+00:00,1,0,0,0,0
WO_0007,WP_0007,single_crystal_silicon,SC10,10,2025-01-01 14:13:00+00:00,2025-01-01 15:31:00+00:00,1,0,0,0,0
WO_0007,WP_0007,single_crystal_silicon,SC11,11,2025-01-01 15:35:00+00:00,2025-01-01 16:14:00+00:00,1,0,0,0,0
WO_0007,WP_0007,single_crystal_silicon,SC12,12,2025-01-01 16:22:00+00:00,2025-01-01 16:51:00+00:00,1,0,0,0,0
WO_0007,WP_0007,single_crystal_silicon,SC13,13,2025-01-01 16:57:00+00:00,2025-01-01 18:17:00+00:00,1,0,0,0,0
WO_0007,WP_0007,single_crystal_silicon,SC14,14,2025-01-01 18:30:00+00:00,2025-01-01 18:50:00+00:00,1,0,0,0,0
WO_0007,WP_0007,single_crystal_silicon,SC15,15,2025-01-01 19:07:00+00:00,2025-01-01 20:43:00+00:00,1,0,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG01,1,2025-01-01 08:45:00+00:00,2025-01-01 10:05:00+00:00,1,0,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG02,2,2025-01-01 10:11:00+00:00,2025-01-01 10:49:00+00:00,1,0,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG03,3,2025-01-01 10:56:00+00:00,2025-01-01 12:23:00+00:00,1,0,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG04,4,2025-01-01 12:36:00+00:00,2025-01-01 13:39:00+00:00,1,0,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG05,5,2025-01-01 13:46:00+00:00,2025-01-01 15:18:00+00:00,1,0,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG06,6,2025-01-01 15:27:00+00:00,2025-01-01 16:37:00+00:00,1,0,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG07,7,2025-01-01 16:40:00+00:00,2025-01-01 17:24:00+00:00,1,0,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG08,8,2025-01-01 17:33:00+00:00,2025-01-01 18:42:00+00:00,1,0,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG09,9,2025-01-01 18:51:00+00:00,2025-01-01 19:22:00+00:00,1,0,0,0,0
WO_0008,WP_0008,chalcogenide_glass,CG10,10,2025-01-01 19:25:00+00:00,2025-01-01 20:43:00+00:00,1,0,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG01,1,2025-01-01 10:00:00+00:00,2025-01-01 11:37:00+00:00,1,0,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG02,2,2025-01-01 11:47:00+00:00,2025-01-01 13:15:00+00:00,1,0,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG03,3,2025-01-01 13:23:00+00:00,2025-01-01 14:04:00+00:00,1,0,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG04,4,2025-01-01 14:14:00+00:00,2025-01-01 15:35:00+00:00,1,0,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG05,5,2025-01-01 15:47:00+00:00,2025-01-01 16:15:00+00:00,1,0,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG06,6,2025-01-01 16:23:00+00:00,2025-01-01 17:38:00+00:00,1,0,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG07,7,2025-01-01 17:50:00+00:00,2025-01-01 19:06:00+00:00,1,0,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG08,8,2025-01-01 19:13:00+00:00,2025-01-01 20:08:00+00:00,1,0,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG09,9,2025-01-01 20:17:00+00:00,2025-01-01 20:51:00+00:00,1,0,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG10,10,2025-01-01 21:06:00+00:00,2025-01-01 21:34:00+00:00,1,0,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG11,11,2025-01-01 21:34:00+00:00,2025-01-01 22:29:00+00:00,1,0,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG12,12,2025-01-01 22:43:00+00:00,2025-01-01 23:47:00+00:00,1,0,0,0,0
WO_0009,WP_0009,microcrystalline_glass,MG13,13,2025-01-02 00:01:00+00:00,2025-01-02 01:29:00+00:00,1,0,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC01,1,2025-01-01 11:15:00+00:00,2025-01-01 12:10:00+00:00,1,0,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC02,2,2025-01-01 12:18:00+00:00,2025-01-01 12:46:00+00:00,1,0,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC03,3,2025-01-01 12:57:00+00:00,2025-01-01 13:09:00+00:00,1,0,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC04,4,2025-01-01 13:09:00+00:00,2025-01-01 13:48:00+00:00,1,0,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC05,5,2025-01-01 13:52:00+00:00,2025-01-01 14:11:00+00:00,1,0,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC06,6,2025-01-01 14:18:00+00:00,2025-01-01 15:33:00+00:00,1,0,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC07,7,2025-01-01 15:37:00+00:00,2025-01-01 16:08:00+00:00,1,0,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC08,8,2025-01-01 16:07:00+00:00,2025-01-01 17:07:00+00:00,1,0,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC09,9,2025-01-01 17:13:00+00:00,2025-01-01 17:31:00+00:00,1,0,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC10,10,2025-01-01 17:39:00+00:00,2025-01-01 18:37:00+00:00,1,0,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC11,11,2025-01-01 18:51:00+00:00,2025-01-01 20:07:00+00:00,1,0,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC12,12,2025-01-01 20:11:00+00:00,2025-01-01 20:21:00+00:00,1,0,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC13,13,2025-01-01 20:25:00+00:00,2025-01-01 21:34:00+00:00,1,0,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC14,14,2025-01-01 21:39:00+00:00,2025-01-01 22:04:00+00:00,1,0,0,0,0
WO_0010,WP_0010,single_crystal_silicon,SC15,15,2025-01-01 22:10:00+00:00,2025-01-01 23:31:00+00:00,1,0,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG01,1,2025-01-01 12:30:00+00:00,2025-01-01 13:48:00+00:00,1,0,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG02,2,2025-01-01 13:52:00+00:00,2025-01-01 15:17:00+00:00,1,0,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG03,3,2025-01-01 15:25:00+00:00,2025-01-01 16:09:00+00:00,1,0,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG04,4,2025-01-01 16:20:00+00:00,2025-01-01 16:44:00+00:00,1,0,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG05,5,2025-01-01 16:54:00+00:00,2025-01-01 17:45:00+00:00,1,0,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG06,6,2025-01-01 17:55:00+00:00,2025-01-01 18:50:00+00:00,1,0,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG07,7,2025-01-01 18:53:00+00:00,2025-01-01 20:20:00+00:00,1,0,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG08,8,2025-01-01 20:32:00+00:00,2025-01-01 21:53:00+00:00,1,0,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG09,9,2025-01-01 22:00:00+00:00,2025-01-01 22:18:00+00:00,1,0,0,0,0
WO_0011,WP_0011,chalcogenide_glass,CG10,10,2025-01-01 22:25:00+00:00,2025-01-02 00:00:00+00:00,1,0,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG01,1,2025-01-01 13:45:00+00:00,2025-01-01 14:20:00+00:00,1,0,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG02,2,2025-01-01 14:34:00+00:00,2025-01-01 15:24:00+00:00,1,0,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG03,3,2025-01-01 15:33:00+00:00,2025-01-01 17:05:00+00:00,1,0,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG04,4,2025-01-01 17:16:00+00:00,2025-01-01 18:54:00+00:00,1,0,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG05,5,2025-01-01 19:03:00+00:00,2025-01-01 20:09:00+00:00,1,0,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG06,6,2025-01-01 20:15:00+00:00,2025-01-01 21:06:00+00:00,1,0,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG07,7,2025-01-01 21:10:00+00:00,2025-01-01 21:37:00+00:00,1,0,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG08,8,2025-01-01 21:45:00+00:00,2025-01-01 22:42:00+00:00,1,0,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG09,9,2025-01-01 22:49:00+00:00,2025-01-01 23:17:00+00:00,1,0,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG10,10,2025-01-01 23:21:00+00:00,2025-01-02 00:59:00+00:00,1,0,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG11,11,2025-01-02 01:13:00+00:00,2025-01-02 02:40:00+00:00,1,0,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG12,12,2025-01-02 02:49:00+00:00,2025-01-02 03:55:00+00:00,1,0,0,0,0
WO_0012,WP_0012,microcrystalline_glass,MG13,13,2025-01-02 04:04:00+00:00,2025-01-02 04:40:00+00:00,1,0,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC01,1,2025-01-01 15:00:00+00:00,2025-01-01 16:12:00+00:00,1,0,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC02,2,2025-01-01 16:14:00+00:00,2025-01-01 17:31:00+00:00,1,0,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC03,3,2025-01-01 17:34:00+00:00,2025-01-01 17:51:00+00:00,1,0,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC04,4,2025-01-01 17:58:00+00:00,2025-01-01 18:49:00+00:00,1,0,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC05,5,2025-01-01 19:01:00+00:00,2025-01-01 19:14:00+00:00,1,0,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC06,6,2025-01-01 19:20:00+00:00,2025-01-01 20:56:00+00:00,1,0,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC07,7,2025-01-01 20:57:00+00:00,2025-01-01 21:08:00+00:00,1,0,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC08,8,2025-01-01 21:20:00+00:00,2025-01-01 22:22:00+00:00,1,0,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC09,9,2025-01-01 22:31:00+00:00,2025-01-01 23:01:00+00:00,1,0,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC10,10,2025-01-01 23:12:00+00:00,2025-01-02 00:16:00+00:00,1,0,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC11,11,2025-01-02 00:27:00+00:00,2025-01-02 01:03:00+00:00,1,0,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC12,12,2025-01-02 01:12:00+00:00,2025-01-02 01:31:00+00:00,1,0,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC13,13,2025-01-02 01:39:00+00:00,2025-01-02 02:33:00+00:00,1,0,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC14,14,2025-01-02 02:43:00+00:00,2025-01-02 03:00:00+00:00,1,0,0,0,0
WO_0013,WP_0013,single_crystal_silicon,SC15,15,2025-01-02 03:11:00+00:00,2025-01-02 03:36:00+00:00,1,0,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG01,1,2025-01-01 16:15:00+00:00,2025-01-01 17:10:00+00:00,1,0,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG02,2,2025-01-01 17:23:00+00:00,2025-01-01 18:42:00+00:00,1,0,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG03,3,2025-01-01 18:47:00+00:00,2025-01-01 19:58:00+00:00,1,0,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG04,4,2025-01-01 20:01:00+00:00,2025-01-01 21:13:00+00:00,1,0,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG05,5,2025-01-01 21:25:00+00:00,2025-01-01 22:04:00+00:00,1,0,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG06,6,2025-01-01 22:18:00+00:00,2025-01-01 23:50:00+00:00,1,0,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG07,7,2025-01-01 23:54:00+00:00,2025-01-02 01:04:00+00:00,1,0,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG08,8,2025-01-02 01:10:00+00:00,2025-01-02 02:40:00+00:00,1,0,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG09,9,2025-01-02 02:52:00+00:00,2025-01-02 03:14:00+00:00,1,0,0,0,0
WO_0014,WP_0014,chalcogenide_glass,CG10,10,2025-01-02 03:24:00+00:00,2025-01-02 04:10:00+00:00,1,0,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG01,1,2025-01-01 17:30:00+00:00,2025-01-01 18:08:00+00:00,1,0,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG02,2,2025-01-01 18:13:00+00:00,2025-01-01 19:09:00+00:00,1,0,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG03,3,2025-01-01 19:15:00+00:00,2025-01-01 19:38:00+00:00,1,0,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG04,4,2025-01-01 19:46:00+00:00,2025-01-01 20:42:00+00:00,1,0,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG05,5,2025-01-01 20:48:00+00:00,2025-01-01 21:58:00+00:00,1,0,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG06,6,2025-01-01 22:07:00+00:00,2025-01-01 23:23:00+00:00,1,0,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG07,7,2025-01-01 23:32:00+00:00,2025-01-01 23:52:00+00:00,1,0,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG08,8,2025-01-01 23:59:00+00:00,2025-01-02 00:42:00+00:00,1,0,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG09,9,2025-01-02 00:45:00+00:00,2025-01-02 02:17:00+00:00,1,0,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG10,10,2025-01-02 02:31:00+00:00,2025-01-02 03:12:00+00:00,1,0,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG11,11,2025-01-02 03:22:00+00:00,2025-01-02 04:00:00+00:00,1,0,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG12,12,2025-01-02 04:01:00+00:00,2025-01-02 04:23:00+00:00,1,0,0,0,0
WO_0015,WP_0015,microcrystalline_glass,MG13,13,2025-01-02 04:27:00+00:00,2025-01-02 05:30:00+00:00,1,0,0,0,0
WO_0016,WP_0016,single_crystal_silicon,SC01,1,2025-01-01 18:45:00+00:00,2025-01-01 19:22:00+00:00,1,0,0,0,0
WO_0016,WP_0016,single_crystal_silicon,SC02,2,2025-01-01 19:25:00+00:00,2025-01-01 20:50:00+00:00,1,0,0,0,0
