state_category,state_code,state_name,parameter,mean,std,min,max,p05,p95
process,1,工艺漂移,feed_rate,297.61914228024835,4.002855565694612,283.6542904364481,313.32821896730934,291.1165972034463,304.3725655569376
process,1,工艺漂移,vibration,2.136604178271459,1.4155880852923786,0.7961474424312524,6.05836592592885,1.0337450967174073,5.6979678734667445
process,1,工艺漂移,motor_current,40.64499977605794,8.393661232675974,31.06096608087335,62.622062950585864,33.28769070446848,59.87638707861058
process,1,工艺漂移,motor_voltage,379.98332718696497,1.9763204764790465,373.3622792996444,387.3762401230696,376.7115478554161,383.1585666562594
process,1,工艺漂移,bearing_temperature,60.26484880141627,8.724625352316787,51.25371488175643,85.68029054535032,53.68136574401338,82.97977696703016
process,1,工艺漂移,tool_wear,0.40185514000897365,0.15383206134233013,0.06069857598815015,0.8856796519494086,0.14094073779428817,0.6720084933189789
process,1,工艺漂移,equipment_load,73.43761123789676,6.392119891667112,63.03684581855022,95.75202911144302,67.20050100624546,90.05553438689127
process,1,工艺漂移,cycle_time,14.815149543471925,1.431612768312773,12.649138310385668,18.24797923025112,13.384218880493854,17.575262071945968
process,1,工艺漂移,buffer_level,48.673093476939115,12.080493367520383,18.075239352628056,84.88599627767286,27.42041559201005,75.11424680318706
process,1,工艺漂移,material_inventory,67.77422585055687,7.291747062799915,40.622983414488886,84.00940497284903,50.662692117677395,76.41540774679946
process,1,工艺漂移,conveyor_speed,1.4079467139452715,0.15453534010976308,0.9361171992698311,1.6697062821918542,1.0557161212661195,1.5575394849512016
process,1,工艺漂移,agv_delay,1.5371135259847473,2.3696700807291124,0.0,8.198372198786961,0.0,7.036233969369482
process,1,工艺漂移,queue_length,2.0756409027258873,1.5729699260188417,0.0,6.581366109013066,0.0,4.443982953330594
process,1,工艺漂移,station_output,42.70942550868315,4.090930921957768,27.518628592304925,51.705709252971246,33.80507234188446,48.07883442973581
process,1,工艺漂移,defect_rate,0.018073316282663596,0.00299320942994983,0.006527180553934364,0.02718133684433669,0.013234133326775048,0.02299847828442867
process,1,工艺漂移,energy_consumption,133.5020822740859,11.688534518730794,116.48383550484186,169.5243037291465,121.13878190176223,159.86964233812623
process,1,工艺漂移,oee,0.7019132862412019,0.09441800102868485,0.47968434842206426,0.8258548438347484,0.5222558372499096,0.7903373393675929
process,1,工艺漂移,line_takt,14.357062880296041,1.2056244247250956,12.39858234975254,17.49370618917733,13.06142393417973,16.681838998971404
process,1,工艺漂移,downtime,2.847851380078515,5.681597693388049,0.0,16.45447283638855,0.0,15.259876817673717
process,1,工艺漂移,throughput,42.18113728379291,10.545717068458552,13.18957153776207,56.3631740640062,20.392870826237264,52.54230636548014
process,2,温度异常,temperature,83.4012361141328,1.7443210166141292,77.98691751973325,88.2963323267814,80.34473403567603,85.96856464643467
process,2,温度异常,pressure,5.153193102818877,0.10178423735508499,4.788330910941412,5.472206923102167,4.986811315054693,5.31999854263776
process,2,温度异常,flow_rate,75.99377283733523,1.4800280416813327,70.84189764587447,82.44741770482253,73.63120639784908,78.46737726176144
process,2,温度异常,spindle_speed,1460.0380504646619,15.093647091698665,1407.0590396991104,1513.1055567180526,1434.9348856404479,1484.919345959159
process,2,温度异常,feed_rate,295.5424017529289,3.960994461298154,282.5096228837912,309.17996340785356,289.16793573445784,301.9722093453264
process,2,温度异常,vibration,2.0848271508692076,1.3444873424100632,0.7879779711676259,5.971870656117598,1.0338746945784,5.678482964257473
process,2,温度异常,motor_current,40.240893971503375,7.934596124243397,31.458140919934827,63.0324377278049,33.35244367195263,59.85931697706345
process,2,温度异常,motor_voltage,379.9976387402777,1.9733737385424244,373.1407045896661,386.0840155150536,376.74996108491723,383.2187527168111
process,2,温度异常,bearing_temperature,59.82162203738272,8.221907316443042,50.698590461830285,85.64012238894603,53.71526955301084,82.84864999745125
process,2,温度异常,tool_wear,0.41250750266610176,0.15397930339386226,0.06723156387023975,0.7589938693068204,0.15403673481900895,0.6593854442727561
process,2,温度异常,equipment_load,73.09514195690147,6.090987087935446,62.350718361701674,96.27642464130028,67.1976723840908,89.72057800957623
process,2,温度异常,cycle_time,14.65787843855533,1.3274521383590303,12.797104465080064,18.303724198341087,13.359593719122326,17.51793628635771
process,2,温度异常,buffer_level,51.08154650745529,12.719308842633,18.760028753719833,83.97381096027706,27.74733097893959,76.43342737963334
process,2,温度异常,material_inventory,68.11824482624627,6.663795962311427,40.61402596500375,84.0587928937462,51.97636535611867,76.40712735805779
process,2,温度异常,conveyor_speed,1.4147842531414074,0.14618925312576422,0.9234892932742195,1.630714224000502,1.1063190244745558,1.5573648248868532
process,2,温度异常,agv_delay,1.6535858572721176,2.5803368007443566,0.0,8.337934913534866,0.0,7.187743496644023
process,2,温度异常,queue_length,2.104599144127639,1.5764311819683332,0.0,6.105972821743907,0.0,4.455440465822895
process,2,温度异常,station_output,43.14949042764042,4.037251208046349,27.08631585065259,52.44305458314851,33.59527386232286,48.12356604077809
process,2,温度异常,defect_rate,0.025035656336348036,0.0030092574767715038,0.014400549426667719,0.03552385821727846,0.02025140592726684,0.030052934253218325
process,2,温度异常,energy_consumption,132.75533454644247,11.105739258917472,113.66291719224404,169.26373308673038,121.18333861664293,159.81564483509266
process,2,温度异常,oee,0.6826302367002848,0.0865248092217727,0.45785194284895947,0.7925402398849927,0.49724904204817755,0.7607460560219708
process,2,温度异常,line_takt,14.213013324368406,1.1088478494822624,12.381040102518927,17.32225658981947,13.055206841178967,16.564921886227697
process,2,温度异常,downtime,2.0930231653123568,4.959786768480883,0.0,16.71904551330796,0.0,15.154475655868204
process,2,温度异常,throughput,43.16238404828679,9.831716015849391,13.930975674691346,56.54685805498429,21.690320253276877,52.685936703708755
process,3,质量风险,temperature,71.89282701342468,1.759257571393192,66.66687664087696,77.36920159543685,69.01454965077525,74.6538700034461
process,3,质量风险,pressure,4.801184753042913,0.09958090638514067,4.43653305841441,5.1845122710101545,4.643175673659427,4.972039994944497
process,3,质量风险,flow_rate,73.99321216356195,1.488471373528723,68.69824953591586,79.1487491500795,71.56950352303238,76.45716688018447
process,3,质量风险,spindle_speed,1440.4282908148814,14.803691104494694,1391.172054466097,1499.2406659685491,1417.0126810045608,1464.9165547237508
process,3,质量风险,feed_rate,283.53130126927374,3.9901414512130837,268.9730650090887,296.3567568076019,276.7945144063671,289.9503247242485
process,3,质量风险,vibration,1.8333674869099703,1.1071285215127684,0.7939194005326693,5.972608394231546,1.0294406647449534,3.385178921785838
process,3,质量风险,motor_current,38.969797752031376,6.881815276331769,30.464823644002106,62.80695916401689,33.22827329995823,51.79976980447667
process,3,质量风险,motor_voltage,379.95558839966503,2.0276382416904606,373.15229977241825,386.55854890042133,376.6101314255747,383.24156430721257
process,3,质量风险,bearing_temperature,58.434546230651776,6.657700993630984,51.2731432494361,86.34852284053602,53.54510545920023,68.52784774959774
process,3,质量风险,tool_wear,0.3938919687865609,0.15997470666518204,0.05853614084876128,0.8614853720815421,0.12139863824462098,0.6402795783004741
process,3,质量风险,equipment_load,72.14123385537538,4.798773676565273,63.58897968729612,94.58035901212497,67.08634269203053,80.36850454259715
process,3,质量风险,cycle_time,15.808888315202774,0.6589526557563883,14.327329624206067,18.257842991469783,15.103077598263107,17.4796687884222
process,3,质量风险,buffer_level,51.50658316759114,13.981392332323201,18.565943806495255,83.59463110795019,27.92746359404866,77.08838876975408
process,3,质量风险,material_inventory,68.03090480637029,6.837512096754578,42.52692473577984,82.55726132315064,51.80092081895077,76.46555365703482
process,3,质量风险,conveyor_speed,1.3887865199611678,0.15916441896696862,0.9487598788781115,1.6300603209091822,1.0582569334393728,1.5551326754471024
process,3,质量风险,agv_delay,2.084348865461079,2.790871208128537,0.0,8.265624916125365,0.0,7.282258584891742
process,3,质量风险,queue_length,1.8693197373699537,1.6137194856749142,0.0,6.365168322550426,0.0,4.372452530952465
process,3,质量风险,station_output,39.95976566727223,4.004780740643197,27.277010787483356,53.40603718422592,34.520591456334245,47.24964961325287
process,3,质量风险,defect_rate,0.06494887021773293,0.002916136822553756,0.055111734332239724,0.0749502786570481,0.060052246894387144,0.06966102598762543
process,3,质量风险,energy_consumption,134.53145736980414,8.07577496298319,118.73699650391416,166.87554511102599,125.73730245713867,149.66903348269886
process,3,质量风险,oee,0.575946384926558,0.04130380171324616,0.4266185825058689,0.6466781401984681,0.4670784516571228,0.6140632491398189
process,3,质量风险,line_takt,15.175758125817007,0.5582480875858277,13.847011139304103,17.329932682566813,14.53541067180776,16.51508290982512
process,3,质量风险,downtime,1.9234633746060061,4.743269304587625,0.0,16.401153376817348,0.0,15.075828451445972
process,3,质量风险,throughput,36.1344248725424,6.285778968929307,14.249706059937969,46.711348592282505,20.381330531073896,42.690761479154084
equipment,0,正常,temperature,68.12844080900375,6.0742930691884185,59.20294224990502,88.2963323267814,62.46190075660817,83.75252242402601
equipment,0,正常,pressure,5.037666807272858,0.17243564263653158,4.516224104577757,5.730964811043389,4.776769533162569,5.375168127249557
equipment,0,正常,flow_rate,78.7266586788536,2.5435844789056987,68.876258900837,85.9707964577952,73.75424460587053,82.171793871435
equipment,0,正常,spindle_speed,1487.2161741158666,25.53288165670175,1391.172054466097,1556.5803977492903,1437.0507761345903,1522.0923501227685
equipment,0,正常,feed_rate,297.56121149846297,6.34125246523238,268.9730650090887,315.2816139837755,283.6502101614947,305.9137288237417
equipment,0,正常,vibration,1.1993117751314175,0.11979959129982126,0.7085121049136865,1.6337328330664183,1.0009340268855362,1.3972926753897614
equipment,0,正常,motor_current,34.98713869802805,1.2047589735724962,30.464823644002106,40.5400715379268,32.98963965436393,36.952346154854624
equipment,0,正常,motor_voltage,379.99503469865203,1.9932338515343062,371.65370896814164,388.0210685903919,376.7198777756458,383.2419934888552
equipment,0,正常,bearing_temperature,54.998639244666734,0.9979049546511406,50.698590461830285,59.29327624980073,53.365386719240014,56.653299266508846
equipment,0,正常,tool_wear,0.3546837880857152,0.14703976287200404,0.05743202508369894,0.6612121760870165,0.12433042097742938,0.5780874978493501
equipment,0,正常,equipment_load,70.00354254510019,2.006654667240453,62.04034442151618,77.65513076366999,66.71345318548103,73.2826607668618
equipment,0,正常,cycle_time,13.352786353733029,1.5689970146457834,10.898969053765757,18.303724198341087,11.611433047491948,15.936152409751088
equipment,0,正常,buffer_level,49.944340976560056,12.673542171390766,17.865920025302728,84.88599627767286,27.32510353221667,76.06694556889444
equipment,0,正常,material_inventory,67.7429752791621,7.107293007164067,39.22612625835175,86.05121031068789,51.122056578646564,76.27078652593953
equipment,0,正常,conveyor_speed,1.4136447273563266,0.1464420643036734,0.9109490296568584,1.6697062821918542,1.0863170410731056,1.5577285085583419
equipment,0,正常,agv_delay,1.6025193270157163,2.485338092886597,0.0,8.71837854604934,0.0,7.1438675541560315
equipment,0,正常,queue_length,2.084494547085991,1.5672644846460104,0.0,6.723078992342781,0.0,4.4225562421238065
equipment,0,正常,station_output,47.54175837458346,4.714237517095789,32.32331757432159,66.88529138002137,39.122464271310065,54.10697425103231
equipment,0,正常,defect_rate,0.018181489952969497,0.016744053225720736,0.0,0.0749502786570481,0.005729344047057141,0.06503192442550268
equipment,0,正常,energy_consumption,123.7218244426183,5.227409560733866,107.92352764751409,142.3247691600161,116.01162280684885,133.021688513042
equipment,0,正常,oee,0.8110044238580691,0.12574403678186688,0.42721167676133337,0.9824639871005312,0.5821325463135006,0.939444213661578
equipment,0,正常,line_takt,13.126366396167292,1.3179066178330439,10.85487472412073,17.329932682566813,11.61902489815464,15.32612606901152
equipment,0,正常,downtime,0.5040616305861451,2.1303989296941004,0.0,16.401153376817348,0.0,0.9458156177129379
equipment,0,正常,throughput,50.4456624723481,11.036205152808146,13.18957153776207,66.77137666597639,30.387065890522823,62.44805688105841
equipment,1,磨损,temperature,69.13396379741448,6.925269758213298,60.14375493677589,87.09473939067303,62.50162563019135,84.44558684949014
equipment,1,磨损,pressure,5.051253755382583,0.17417456678319246,4.467592240288571,5.629406790200789,4.780715126590384,5.378694651748313
equipment,1,磨损,flow_rate,78.54168298844398,2.562453561274539,70.29075473604094,85.35298313349035,73.69824048981947,82.13759201493825
equipment,1,磨损,spindle_speed,1485.1699543990537,25.355932318531302,1393.654243210539,1563.7999803338446,1436.8813739069333,1520.4657200955373
equipment,1,磨损,feed_rate,297.52375080663376,6.190765832129342,273.6510635106394,314.86851319528137,283.86170861743625,305.9710884314646
equipment,1,磨损,vibration,2.4996482364246626,0.12030321460478094,2.012245080298756,2.899444425373641,2.3056255450484495,2.700236282778974
equipment,1,磨损,motor_current,42.01837873950193,1.1868623646325254,38.0758554601588,46.020280235851004,40.057577897031344,44.03622798169158
equipment,1,磨损,motor_voltage,380.00601943650383,2.0116776501710936,371.99974124184195,387.3762401230696,376.7222619687402,383.3277723607691
equipment,1,磨损,bearing_temperature,59.98380766706322,1.0107040943370973,56.37868468437467,63.65572736958151,58.299612743470355,61.640012644491854
equipment,1,磨损,tool_wear,0.4258756096079672,0.1426051476413949,0.12426924458417095,0.7354566449595905,0.1991552205989972,0.6450105219497666
equipment,1,磨损,equipment_load,72.960339071784,1.9989978139175317,65.17208458591011,79.83752509588616,69.73612696262613,76.22215112650439
equipment,1,磨损,cycle_time,14.357606233726523,1.0306665237341186,12.748459046480166,18.257842991469783,13.350761172025546,16.096652082606095
equipment,1,磨损,buffer_level,51.61342301310586,12.977178807968784,20.8394668186682,85.4773758229157,28.820910005113674,76.76104193848305
equipment,1,磨损,material_inventory,68.5014179803819,6.348076476279818,40.307230828914065,82.44483814036971,52.96063547262256,76.3645730818899
equipment,1,磨损,conveyor_speed,1.396300692943734,0.16220643346826008,0.942437870239913,1.6277314704093433,1.0548179696376982,1.5594588799925415
equipment,1,磨损,agv_delay,1.929873869023543,2.732769088067547,0.0,8.265624916125365,0.0,7.220737718229011
equipment,1,磨损,queue_length,2.0090951767668743,1.6085934561606137,0.0,6.581366109013066,0.0,4.419616929035644
equipment,1,磨损,station_output,44.60947627365667,3.4104824569048504,32.38469046215737,59.947579925901806,39.34132935770153,50.38535188695651
equipment,1,磨损,defect_rate,0.01842783533931898,0.016003666750456804,0.0,0.07337028903753037,0.005708777212471591,0.0643959815705053
equipment,1,磨损,energy_consumption,133.59014183829996,4.004542534542621,122.89129758403251,149.94658744162075,127.52354167631952,140.76223952902714
equipment,1,磨损,oee,0.7403881449081585,0.08448845412544727,0.4309814378270748,0.8472645021868853,0.5715323090432912,0.8186356188244273
equipment,1,磨损,line_takt,13.965539285473394,0.8698007155325315,12.39858234975254,17.199538736203046,13.038782097676414,15.503026336271674
equipment,1,磨损,downtime,0.7953684394805318,2.9159611413109108,0.0,16.316903506889474,0.0,1.1385961208914577
equipment,1,磨损,throughput,44.39380612438971,8.759992730624168,14.790063489882638,56.3631740640062,28.948499743933496,52.82665395579684
equipment,2,过载,temperature,67.61182156514852,5.573964198339146,60.41843743058763,86.23217893789639,62.58033376404473,83.14631002551742
equipment,2,过载,pressure,5.039666189040799,0.16831064524267902,4.43653305841441,5.661916176993659,4.790491770544606,5.369570403767267
equipment,2,过载,flow_rate,78.94722920870697,2.4325170088570562,68.69824953591586,85.81974221953583,74.0297884291219,82.27405699466117
equipment,2,过载,spindle_speed,1489.3472479910645,24.120512034713506,1402.705296323897,1552.6607543610864,1440.8104233815914,1522.197086206957
equipment,2,过载,feed_rate,297.8663047678788,6.069055515824764,273.9994747033095,314.1937095066896,284.4469956105412,305.8652471223591
equipment,2,过载,vibration,3.1988614612528004,0.11760288916247562,2.8151134448594686,3.617488626977963,3.0067624181781767,3.3935576817427924
equipment,2,过载,motor_current,49.987418238087024,1.1762177459138086,45.64516980773202,54.385534826116725,48.084135179776865,51.94585173785666
equipment,2,过载,motor_voltage,379.9667719540466,1.994765933993641,373.7301320003872,387.19471374812116,376.67389377434154,383.1954350129238
equipment,2,过载,bearing_temperature,67.02673742265755,1.0035256478911403,63.45184427056245,71.18520769073369,65.36180597590504,68.67368458927525
equipment,2,过载,tool_wear,0.4544059181699253,0.14777784633524413,0.18644147272467662,0.7540350510201809,0.24766311199895255,0.6908354585465087
equipment,2,过载,equipment_load,77.00125368108887,1.988249368697679,70.18142171123787,84.29322494214584,73.69814402310182,80.2541368402893
equipment,2,过载,cycle_time,15.615684411483166,0.36021843576403095,14.5028056381181,17.956825248157728,15.104960739887984,16.110178175605988
equipment,2,过载,buffer_level,50.60329172316171,13.008244728800982,18.075239352628056,84.99437503441878,27.671979127897952,76.30795764995833
equipment,2,过载,material_inventory,68.18785173125474,6.843840543159953,41.881238342001794,84.97757795688614,51.99075567450363,76.6320028301005
equipment,2,过载,conveyor_speed,1.4045607384449241,0.15237365826118063,0.9472409619783314,1.6252426388417078,1.074054559238023,1.5568223205313676
equipment,2,过载,agv_delay,1.7662274302553485,2.613435091897864,0.0,8.337934913534866,0.0,7.19247002847035
equipment,2,过载,queue_length,2.039736988726289,1.5848024017681106,0.0,6.626744064834569,0.0,4.40315060783397
equipment,2,过载,station_output,40.18749194019204,4.041314283248821,31.156820953971753,53.64093925808084,35.08216698044662,48.212180007534116
equipment,2,过载,defect_rate,0.016780779715178877,0.01546729636018515,0.0,0.0734652946768418,0.005530074019208384,0.06427190369883978
equipment,2,过载,energy_consumption,145.05360993710698,3.056961666156189,134.16527485124212,157.80106170177413,140.15930497201106,150.11094548022956
equipment,2,过载,oee,0.6620440685205152,0.03532463978892457,0.47800595987872496,0.7346448266183448,0.5875641129553024,0.7011958242423875
equipment,2,过载,line_takt,15.021095102470468,0.3331334000364839,13.79244384652753,17.07514839692804,14.508833027089718,15.519722369706294
equipment,2,过载,downtime,0.3608192255546961,1.5906418748795188,0.0,15.90265918666243,0.0,0.8729381969876603
equipment,2,过载,throughput,37.59093683921208,4.4650003708125405,16.579963860398927,45.94427545248607,29.303824169525825,42.90691463188539
equipment,3,故障,temperature,67.85314754732764,6.273802496974423,59.91614067377053,87.59865580346103,62.24177575211633,84.43105656436907
equipment,3,故障,pressure,5.056612115526977,0.16393384461189894,4.567055376135869,5.5820721592884235,4.828666081352128,5.383066789492158
equipment,3,故障,flow_rate,79.04988640237906,2.225940332943385,69.58188977177002,84.37204672520231,74.76013869209828,82.17203516943422
equipment,3,故障,spindle_speed,1490.7223729746074,22.82772286804487,1403.9597568367149,1556.6050642259322,1446.8241866096027,1522.1690567249827
equipment,3,故障,feed_rate,298.64840544781134,5.344011472995867,275.4591729021339,313.3103841215963,289.1951087837283,306.26414588424325
equipment,3,故障,vibration,5.698471015479214,0.12041289630319701,5.322493241874779,6.0709295494843065,5.500744034240568,5.896687052003581
equipment,3,故障,motor_current,59.9425899497719,1.174358182633351,55.63297916681228,64.45054196368118,58.051520686014655,61.917110457447784
equipment,3,故障,motor_voltage,380.0026031337183,1.9670092607899976,373.2047410241845,386.2462450363129,376.7253946434271,383.2604814171278
equipment,3,故障,bearing_temperature,83.01552040384361,1.0253662758666955,79.8219499258371,86.34852284053602,81.29666403048361,84.70316525448393
equipment,3,故障,tool_wear,0.598932563022642,0.13813161178160174,0.2951183599381314,0.9012067992008068,0.37072807281675507,0.8332819600610409
equipment,3,故障,equipment_load,89.99801242299503,1.9838889960899646,83.73941372701245,96.27642464130028,86.6726601046111,93.32793971900438
equipment,3,故障,cycle_time,17.39930315423077,0.2976507164166149,16.39057778969715,18.404252060651494,16.899118786166806,17.88046408101549
equipment,3,故障,buffer_level,48.82295322538447,11.92628846418494,20.218041710321994,84.11063152693794,27.724413895535875,75.07640211909974
equipment,3,故障,material_inventory,67.80376560833976,7.039844854077271,40.284632738451975,82.82631788519197,51.311960971371285,76.23118431779805
equipment,3,故障,conveyor_speed,1.4093257892940727,0.15598396426684918,0.9239858434697263,1.6165248247291153,1.0552985172015477,1.5572320166657538
equipment,3,故障,agv_delay,1.5464576295771173,2.3837691365036537,0.0,8.033448399384776,0.0,7.044312356164509
equipment,3,故障,queue_length,2.120267848479709,1.5791361219442996,0.0,6.726976741124366,0.0,4.471093753449239
equipment,3,故障,station_output,34.174521744917975,4.099093653442015,26.18899256912212,49.6179749063038,29.113646061103722,42.6890378685597
equipment,3,故障,defect_rate,0.014891462530837153,0.011954072356869343,0.0,0.0742857026972547,0.0054673744348753585,0.029034586639957567
equipment,3,故障,energy_consumption,159.95046808591212,2.965968721155606,149.85348793473415,171.60986992808023,155.08754098402437,164.8432809986754
equipment,3,故障,oee,0.546260003563716,0.029160959976290025,0.4266185825058689,0.6098850687304966,0.4834051427053882,0.581845238854043
equipment,3,故障,line_takt,16.495378157571025,0.30394925182588867,15.346095857797591,17.707472949385267,15.991986473903452,16.996619537662742
equipment,3,故障,downtime,14.99579933391549,0.49124943579492764,13.383932323744633,16.71904551330796,14.186049345536587,15.811652001126138
equipment,3,故障,throughput,27.896239746092455,4.058933858529185,15.297994152165987,36.59900581960397,19.57108055715204,32.83504123480308
logistics,0,正常,temperature,68.15822378408618,6.256150121171255,59.20294224990502,88.2963323267814,62.45201281869499,84.02111138931205
logistics,0,正常,pressure,5.04341590016259,0.16988746681616837,4.43653305841441,5.685522596083281,4.7903109873895815,5.376358569373869
logistics,0,正常,flow_rate,78.80138118978206,2.462153472893536,68.69824953591586,85.9707964577952,73.96002856413403,82.16752501431709
logistics,0,正常,spindle_speed,1488.0577391035933,24.91316342168364,1392.3489662482507,1563.7999803338446,1439.2584981243476,1522.1965944287756
logistics,0,正常,feed_rate,297.81888823319815,6.0738852020974425,268.9730650090887,314.86851319528137,284.5016492235175,305.9362688432806
logistics,0,正常,vibration,2.088048591202261,1.3918412592088385,0.7085121049136865,6.0709295494843065,1.031457718359404,5.689513725014591
logistics,0,正常,motor_current,40.41122992331206,8.283793222633198,30.464823644002106,64.26978889507492,33.28681875957082,59.83555689386551
logistics,0,正常,motor_voltage,380.00214959845,1.98865049689596,371.65370896814164,388.0210685903919,376.72193832137935,383.25019428198726
logistics,0,正常,bearing_temperature,60.0106518293802,8.572941081960856,50.698590461830285,86.16574764034549,53.612218432308865,82.94097409989746
logistics,0,正常,tool_wear,0.4046818355813362,0.16731753097044968,0.05743202508369894,0.9012067992008068,0.13793171129735102,0.6728640922808214
logistics,0,正常,equipment_load,73.27270984255294,6.256829918081794,62.04034442151618,96.27642464130028,67.16888333820212,89.82665109437505
logistics,0,正常,cycle_time,13.748337743509067,1.8263029050790172,10.898969053765757,18.404252060651494,11.643990181508823,17.384254562430755
logistics,0,正常,buffer_level,49.97726008153088,3.0040450974227544,38.56269393263763,61.94257865033511,45.03762296579856,54.94310303321074
logistics,0,正常,material_inventory,69.95390849074116,4.044444808167225,55.071639050743535,86.05121031068789,63.2863561760058,76.66333416201267
logistics,0,正常,conveyor_speed,1.4999436134979154,0.03984946469160106,1.3376751141501808,1.6697062821918542,1.4343722395674257,1.565075445651644
logistics,0,正常,agv_delay,0.16074667143123544,0.2351143784937994,0.0,1.619225053436276,0.0,0.6609085572695176
logistics,0,正常,queue_length,2.9898869135326573,0.9912819839919832,0.0,6.726976741124366,1.361584820531799,4.620703196570421
logistics,0,正常,station_output,44.1510008327181,6.336961875305345,26.18899256912212,56.710644280186955,32.15955280854125,52.38412649518648
logistics,0,正常,defect_rate,0.0172967516478764,0.015492421582820388,0.0,0.07459541651732447,0.005610775591336077,0.06429354824968322
logistics,0,正常,energy_consumption,130.25049076674577,13.113083576287012,107.92352764751409,171.60986992808023,116.35954748124925,159.81122803057008
logistics,0,正常,oee,0.7854408675409298,0.13510581380348397,0.4266185825058689,0.9824639871005312,0.5550416378229417,0.9379589645088681
logistics,0,正常,line_takt,13.457746086110216,1.531175879549204,10.85487472412073,17.707472949385267,11.643498478879179,16.47703068086111
logistics,0,正常,downtime,1.6052038157230286,4.355197765601233,0.0,16.71904551330796,0.0,14.95816077343775
logistics,0,正常,throughput,50.295779219152195,10.201328488259488,23.448710659401183,66.77137666597639,30.151346204802678,62.33394890100459
logistics,1,缺料,temperature,68.04850620686092,5.8436804507134505,60.353865391422815,87.83666279225221,62.43705994751904,83.38037262060732
logistics,1,缺料,pressure,5.047770361953714,0.17461039665179443,4.56171584542932,5.629406790200789,4.781235203375063,5.388839917900463
logistics,1,缺料,flow_rate,78.78627273151139,2.508073859502973,68.876258900837,85.35298313349035,73.85398979200022,82.21595082598526
logistics,1,缺料,spindle_speed,1487.2086282544672,24.93114724943796,1401.1068874395112,1545.1545063063706,1438.1916420656332,1521.383242867113
